"","W1GrssyrMP","W1GrssyrHH","W1wrk1aMP","W1condur5MP","W1hea2MP","W1NoldBroHS","W1InCarHH","W1hous12HH","W1usevcHH","W1hiqualmum","W1hiqualdad","W1wrkfulldad","W1wrkfullmum","W1empsmum","W1empsdad","W1ch0_2HH","W1ch3_11HH","W1ch12_15HH","W1ch16_17HH","IndSchool","W1marstatmum","W1depkids","W1famtyp2","W1nssecfam","W1ethgrpYP","W1heposs9YP","W1hwndayYP","W1truantYP","W1alceverYP","W1bulrc","W1disabYP","W1yschat1","W2ghq12scr","W2disc1YP","W2depressYP","W4AlcFreqYP","W4CannTryYP","W4NamesYP","W4RacismYP","W4empsYP","W4schatYP","W4Childck1YP","W5JobYP","W5EducYP","W5Apprent1YP","W6JobYP","W6UnivYP","W6EducYP","W6Apprent1YP","W6acqno","W6gcse","W6als","W6OwnchiDV","W6Childliv","W6DebtattYP","W6NEETAct","W8DDEGP","W8DGHQSC","W8DMARSTAT","W8TENURE","W8DACTIVITY","W8QMAFI","W8DINCW"
"11",86400,159400,"1","1","2","1","1","2","1","1","1","1","1","1","1","0","1","1","0","1","2","2","0","1","1","1","5","2","2","1","3",42,1,"2","2","6","2","2","2","5",19,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,12,NA,NA,2,"1","4","1","2",366.69
"12",80640,105840,"1","1","2","0","1","2","1","2","8","1","1","1","1","0","0","1","0","1","2","1","0","1","1","1","5","2","1","2","3",43,0,"2","1","3","2","2","2","5",20,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,12,NA,NA,0,"1","4","1","2",367.22
"13",78000,96008.64,"1","1","2","1","1","2","1","2","1","1","1","1","1","0","1","1","1","0","2","3","0","1","7","1","5","2","2","2","3",43,1,"2","2",NA,"2","1","1","5",18,NA,"1","2","2","1","1",NA,NA,"1","4","4","2",NA,15,NA,"0",0,"1","7","1","2",296.67
"14",75000,127998.4,"1","1","1","2","1","2","1","2","8","1","1","1","1","0","1","2","0","0","3","3","0","1","1","1","3","2","1","2","3",42,2,"2","1","3","1","2","2","2",13,NA,"1","2","2","1","2","1","2","9","4","4","2",NA,10,NA,NA,1,"1","2","4","3",349.62
"15",72000,72000,"1","1","2","2","1","2","1","20","2","1","3","6","1","0","2","1","1","1","2","4","0","2","8","1","4","2","2","2","3",41,6,"1","4",NA,"2","2","1","5",18,NA,"2","1","2","2","2","2","2","9","4","4","2",NA,10,NA,"1",2,"2","5","3","1",285.23
"16",72000,72000,"1","1","2","0","1","2","1","20",NA,NA,"1","1",NA,"0","0","1","0","0","5","1","1","1","4","1","5","2","2","2","3",37,2,"2","2",NA,"2","2","2","5",13,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,8,NA,"1",0,"1","5","1","1",224.69
"17",70000,70000,"1","1","2","0","1","2","1","1",NA,NA,"1","1",NA,"0","0","1","0","0","5","1","1","1","1","2","5","2","2","1","3",40,1,"2","1","5","2","2","2","5",14,NA,"2","2","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,"1",2,"1","5","2","3",239.27
"18",67500,100680,"11","1","1","0","1","1","1","1","2","3","1","1","7","0","0","1","0","1","2","1","0","2","1","1","5","2","1","1","1",37,0,"2","1","3","2","2","2","5",16,NA,"2","1","2","2","2","1","2","9","4","4","2",NA,17,NA,"0",1,"1","1","1","3",291.55
"19",66580.8,66580.8,"1","1","2","0","1","2","1","20","9","1","3","6","1","0","0","1","0","0","2","1","0","2","1","2","5","2","1","2","3",20,1,"2","2","2","1","2","2","5",15,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,17,NA,"1",0,"1","5","1","2",367.61
"20",64992,NA,"1","1","2","0","1","2","1","6","7","1","2","2","1","0","0","1","1","1","2","2","0","1","1","1","4","2","2","2","3",41,2,"2","2","5","2","2","2","5",17,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,12,NA,NA,0,"1","4","1","1",360.6
"21",64000,77713.44,"1","1","2","1","1","2","1","1","1","1","2","2","1","0","1","1","0","0","2","2","0","1","1","1","2","2","1","1","3",30,6,"2","4","3","1","2","2","5",16,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,18,NA,"1",4,"1","5","1","1",413.66
"22",60000,65200,"1","1","2","0","1","2","1","16","15","1","2","2","1","0","0","1","1","0","2","2","0","2","1","3","3","2","1","2","3",20,6,"2","3","2","2","2","2","5",11,NA,"1","1","2","1","2","1","2","6","2","4","2",NA,13,NA,NA,0,"1","7","1","1",274.93
"23",60000,60000,"1","1","2","0","1","2","1","15","4","1","3","3","1","0","0","1","1","0","2","2","0","2","2","1","3","2","1","1","3",41,4,"2","3","5","2","2","2","5",15,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,12,NA,"0",0,"1","4","1","3",310.94
"24",60000,NA,"3","1","2","0","1","2","1","7","15","1","1","1","1","0","0","1","1","1","2","2","0","1","1","1","4","2","2","1","2",42,0,"2","2","3","2","2","2","5",17,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,15,NA,"1",0,"1","2","1","1",392.44
"25",60000,87300,"1","1","1","0","1","2","1","7","2","1","1","1","1","0","0","1","1","0","2","2","0","1","1","2","3","2","2","1","3",26,0,"2","1","3","2","2","2","5",11,NA,"2","1","2","2","2","1","2","3","4","1","2",NA,16,NA,"1",2,"1","4","1","1",323.66
"26",60000,60000,"1","2","2","1","1","2","1","5","2","1","3","6","1","0","1","1","1","0","2","3","0","1","4","2","4","2","2","1","3",41,1,"2","2",NA,"2","2","2","5",16,NA,"2","1","2","2","1",NA,NA,"9","4","4","2",NA,14,NA,"1",0,"1","5","1","1",298.56
"27",60000,83712,"3","1","2","9","1","2","1","6","2","1","1","1","1","0","0","1","0","0","2","1","0","1","1","1","4","2","1","2","3",29,0,"2","1","2","2","2","2","5",14,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,16,NA,"1",0,"1","4","3","1",371.42
"28",60000,NA,"1","1","2","0","1","2","1","15",NA,"1","1","1","1","0","0","1","1","0","2","2","0","1","1","1","3","2","1","2","1",35,4,"2","1","2","2","2","2","5",15,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,19,NA,"1",2,"1","3","1","2",408.58
"29",57600,92600,"1","1","2","1","1","2","1","2","1","1","1","1","1","0","1","1","0","0","2","2","0","2","4","2","4","2","2","2","3",37,2,"2","2",NA,"2","2","2","5",16,NA,"2","1","2","2","2","1","2","3","4","1","2",NA,15,NA,"1",0,"1","4","1","1",254.62
"30",56178.72,89893.44,"1","1","2","1","1","2","2","2","5","1","1","1","1","0","0","2","0","0","2","2","0","1","6","1","5","2","2","1","3",40,0,"1","1","6","2","2","2","5",18,NA,"1","2","2","1","1",NA,NA,"1","4","4","2",NA,14,NA,"1",0,"1","5","1","2",268.18
"31",56000,64637.2,"3","1","2","2","1","2","1","15","14","1","2","2","1","0","2","1","0","0","2","3","0","4","1","1","1","2","1","1","3",37,4,"2","3","3","1","1","2","5",13,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,15,NA,"1",1,"2","2","1","1",408.63
"32",55347.76,NA,"1","1","2","0","1","2","1","1","20","2","1","1","2","0","0","1","0","0","2","1","0","2","6","2","3","1","1","2","3",30,5,"1","3","3","2","2","2","2",5,NA,"2","1","2","2","2","1","2","9","4","4","2",NA,12,NA,"0",10,"1","5","5","4",295.41
"33",55000,55000,"1","1","2","1","1","2","1","2","1","1","3","8","1","0","0","2","0","0","2","2","0","2","1","1","0","2","2","1","3",40,0,"2","1","6","1","2","2","5",19,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,10,NA,NA,0,"1","4","2","1",382.06
"34",54624,134624,"1","1","2","0","1","1","1","2","1","1","1","1","1","0","0","1","1","1","2","2","0","1","1","1","5","2","1","2","3",33,8,"2","3","3","1","1","2","5",15,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,"1",0,"1","4","4","2",398.12
"35",54618.2,54618.2,"1","1","1","0","1","2","1","2",NA,NA,"1","1",NA,"0","0","1","0","0","1","1","1","1","2","1","4","2","1","1","2",38,1,"2","2","2","1","2","1","5",16,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,15,NA,NA,9,"1","5","5","4",195.11
"36",54600,54600,"1","1","2","0","1","3","1","1","19","3","1","1","6","0","0","1","0","1","2","1","0","1","1","1","4","2","1","1","3",45,0,"2","2","2","1","2","2","5",12,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,13,NA,"0",4,"1","5","1","2",415.17
"37",54000,104000,"1","1","2","1","1","2","1","7","4","1","1","1","1","0","1","1","0","0","2","2","0","1","1","2","4","2","2","2","3",35,0,"2","2","2","2","2","2","5",15,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,16,NA,NA,0,"1","2","1","1",378.88
"38",54000,54000,"1","1","2","0","1","2","1","20","4","1","3","6","1","0","0","1","1","0","2","2","0","6","1","1","5","2","2","2","1",40,4,"2","2","2","1","1","2","5",14,NA,"1","2","1","1","1",NA,NA,"9","4","4","2",NA,13,NA,"0",5,"1","5","1","2",266.12
"39",52692,NA,"1","1","1","0","1","2","1","5","2","1","1","1","1","0","0","1","0","1","2","1","0","2","1","2","2","1","1","1","2",21,3,"2","3","2","2","1","2","5",9,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,12,NA,"1",7,"1","3","6","2",328.77
"40",52000,104000,"3","1","2","1","1","1","1","2","8","1","1","1","1","0","0","2","2","0","2","4","0","4","1","2","3","2","2","2","3",44,0,"2","1","6","2","2","2","5",16,NA,"2","1","2","1","2","1","1","9","4","4","2",NA,10,NA,NA,0,"1","7","1","2",368.68
"41",52000,110500,"1","1","2","1","1","2","1","2","1","1","1","1","1","0","1","1","0","0","2","2","0","1","1","1","3","2","1","1","3",41,0,"2","1","2","2","2","2","5",20,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,12,NA,"1",0,"1","2","1","1",366.69
"42",52000,65478.4,"1","1","2","1","1","2","1","15","8","1","2","2","1","0","1","1","0","0","2","2","0","1","1","1","5","2","1","1","3",43,0,"2","1","3","2","1","2","5",16,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,19,NA,"1",0,"1","4","1","1",347.1
"43",52000,NA,"1","1","2","2","1","2","1","2","2","1","1","1","1","0","2","1","1","0","2","4","0","2","1","1","5","2","2","1","3",43,1,"2","2","2","1","2","2","5",15,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,20,NA,"1",4,"1","4","1","2",391.21
"44",51672,71268,"1","1","1","1","1","2","1","5","16","1","1","1","1","0","1","1","0","0","3","2","0","3","1","2","1","2","1","1","3",25,3,"2","3","2","1","2","2","1",16,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,14,NA,"0",2,"2","2","1","2",337.85
"45",50400,50400,"1","1","2","1","1","1","1","2",NA,NA,"1","1",NA,"0","1","1","0","0","1","2","1","1","1","2","4","2","2","1","3",33,1,"2","2","3","2","1","2","5",13,NA,"1","2","1","1","2","2","2","9","4","4","2",NA,12,NA,NA,2,"1","4","2","3",273.89
"46",50400,86400,"1","1","2","1","1","2","1","1","2","1","1","1","1","0","1","1","2","0","2","4","0","1","1","1","5","2","1","1","3",39,0,"2","2","3","2","1","2","5",17,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,14,NA,"1",2,"1","2","1","1",385.87
"47",50000,58112,"1","1","2","0","1","2","1","16","4","1","2","2","1","0","0","1","0","0","2","1","0","1","1","1","2","2","2","1","3",39,0,"2","1","4","2","2","2","2",16,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,10,NA,NA,0,"1","7","1","1",402.65
"48",50000,120000,"2","1","2","1","1","1","1","1","2","1","2","2","1","0","0","2","0","1","2","2","0","1","1","1","4","2","1","1","3",43,0,"2","1","3","2","2","2","5",20,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,19,NA,"1",3,"1","4","1","1",296.94
"49",50000,135000,"4","1","2","0","1","2","1","2","1","1","2","2","1","0","0","1","1","1","2","2","0","1","1","1","5","2","1","2","3",35,0,"2","1","2","2","2","2","5",14,NA,"2","1","2","2","2","2","2","9","4","4","2",NA,13,NA,"1",2,"1","4","3","3",417.8
"50",50000,NA,"4","1","2","2","1","2","1","7","9","1","2","2","1","0","1","3","1","0","2","5","0","4","1","3","4","2","1","1","3",39,0,"2","1","5","2","2","2","5",13,NA,"1","1","2","1","1",NA,NA,"9","4","4","2",NA,14,NA,"1",0,"1","2","1","3",383.04
"51",49140,98280,"1","1","2","2","1","2","1","15","16","1","1","1","1","0","2","2","0","0","2","4","0","2","1","2","4","2","1","2","3",36,0,"2","1","6","2","2","2","2",5,NA,"1","2","2","2","2","2","2","9","4","4","2",NA,10,NA,"0",4,"1","4","2","1",363.63
"52",48000,77655.6,"1","1","2","1","1","2","1","2","2","1","1","1","1","0","1","1","0","0","2","2","0","2","1","3","4","2","1","1","3",39,0,"2","2","2","2","2","2","5",15,NA,"2","1","2","2","2","1","2","9","4","4","2",NA,8,NA,"0",0,"1","7","1","1",292.79
"53",48000,96000,"1","1","2","0","1","2","1","7","2","1","1","1","1","0","0","1","0","1","2","1","0","1","1","2","3","1","1","1","2",32,3,"2","3","2","1","2","2","5",14,NA,"2","2","2","1","2","2","2","9","4","4","2",NA,21,NA,"0",0,"2","1","1","1",344.04
"54",48000,48000,"1","1","2","1","1","2","1","15","7","1","3","6","1","0","0","2","0","0","2","2","0","2","1","3","4","2","1","1","3",34,0,"2","1","5","2","2","2","9",8,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,10,NA,"0",0,"2","2","2","2",386.59
"55",48000,50860,"1","1","2","2","1","2","1","20","4","1","2","2","1","0","1","2","0","0","2","3","0","1","1","1","3","2","1","1","3",40,4,"2","4","2","1","2","2","5",15,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,15,NA,"1",8,"1","2","1","2",373.87
"56",48000,81000,"1","1","2","2","1","2","1","2","2","1","1","1","1","0","1","2","0","0","2","3","0","2","7","1","5","2","2","2","2",35,0,"1","1",NA,"2","2","2","5",16,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,18,NA,"1",0,"1","7","1","2",290.04
"57",48000,79200,"1","1","2","2","1","1","1","1","1","1","1","1","1","0","2","2","0","0","2","4","0","1","1","1","3","2","2","2","3",25,2,"2","2","3","1","2","2","5",13,NA,"1","1","2","2","2","2","2","9","4","4","2",NA,11,NA,"1",0,"1","4","1","3",441.29
"58",48000,72000,"1","1","2","0","1","2","1","2","15","1","1","1","1","0","0","1","1","1","2","2","0","1","8","1","3","2","1","2","3",27,3,"2","1","6","1","2","2","5",3,NA,"2","1","2","1","2","2","2","4","4","2","2",NA,20,NA,"1",4,"1","7","5","3",311
"59",45600,91200,"1","1","2","1","1","2","1","1","1","1","1","1","1","0","1","1","0","1","2","2","0","2","1","2","5","2","2","2","3",45,1,"2","1","6","2","2","2","5",18,NA,"2","1","2","1","2","2","2","9","4","4","2",NA,21,NA,"1",3,"1","7","1","1",390.38
"60",45600,48439.2,"1","1","2","1","1","2","1","15","4","1","2","2","1","0","0","2","0","0","2","2","0","1","1","1","1","2","2","2","3",44,0,"2","2","3","2","2","2","5",16,NA,"2","2","2","2","1",NA,NA,"1","4","4","2",NA,17,NA,"1",1,"1","5","6","2",298.36
"61",45480,82218,"1","1","2","0","1","2","1","4","2","1","1","1","1","0","0","1","0","0","2","1","0","1","1","2","3","2","2","2","3",40,0,"2","1","5","2","2","2","5",15,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,16,NA,"1",3,"1","5","1","1",404.21
"62",45000,83400,"1","1","2","2","1","2","1","2","4","1","1","1","1","0","2","1","0","0","2","3","0","1","6","1","3","2","1","1","3",43,8,"2","3","2","1","2","2","5",15,NA,"2","1","2","2","2","2","2","9","4","4","2",NA,14,NA,NA,0,"1","7","1","2",265.76
"63",45000,56500,"1","1","1","0","1","2","1","4","9","1","1","1","1","0","0","1","1","0","2","2","0","5","1","1","3","2","1","2","3",38,3,"2","3","4","1","2","2","5",9,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,12,NA,"0",0,"1","2","4","1",319.02
"64",45000,NA,"1","1","1","0","1","2","1","7","4","1","2","2","1","0","0","1","0","0","2","1","0","1","1","1","5","2","2","2","2",45,0,"2","1","3","2","2","2","5",19,NA,"1","1","2","1","1",NA,NA,"9","4","4","2",NA,11,NA,"1",0,"1","2","1","1",373.45
"65",45000,95000,"1","1","2","0","1","2","1","20","2","1","1","1","1","0","0","1","1","0","2","2","0","1","1","1","3","2","2","2","3",37,0,"2","2","4","2","2","2","5",17,NA,"2","1","2","2","2","2","2","9","4","4","2",NA,16,"3","1",2,"1","3","1","2",332.76
"66",45000,65800,"1","1","2","1","1","2","1","2","1","1","2","2","1","0","1","1","0","0","2","2","0","2","1","2","4","2","2","2","3",28,1,"2","2",NA,"2","2","2","5",16,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,11,NA,"1",4,"1","5","1","2",418.44
"67",44400,78400,"1","1","2","0","1","2","1","2","1","1","1","1","1","0","0","1","1","1","2","2","0","1","1","1","2","2","1","1","3",44,0,"2","2","2","2","1","2","5",12,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,NA,0,"1","4","1","1",367.29
"68",44000,44000,"1","1","2","1","1","2","1","1","3","3","1","1","8","0","1","1","0","0","2","2","0","1","1","1","5","2","1","2","3",45,0,"2","2","4","1","2","2","5",15,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,5,NA,NA,5,"1","4","1","2",392.42
"69",44000,44000,"3","1","1","0","1","1","1","15","2","1","3","6","1","0","0","1","1","0","2","2","0","2","2","1","4","2","1","2","3",37,1,"2","3","2","2","2","2","5",18,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,15,NA,"1",0,"1","4","1","2",300.3
"70",43200,68400,"1","1","2","1","1","2","1","1","1","1","1","1","1","0","1","1","0","0","2","2","0","1","7","1","5","2","2","2","3",35,0,"2","1","6","2","2","2","5",11,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,17,NA,"1",0,"1","5","1","1",287.15
"71",43000,80000,"1","1","2","2","1","2","1","1","1","1","1","1","1","0","2","1","0","0","2","3","0","1","7","2","5","2","2","2","3",34,3,"1","4",NA,"2","2","2","5",13,NA,"2","1","2","2","2","1","2","9","4","4","2",NA,11,NA,"1",1,"1","2","1","1",266.65
"72",43000,62000,"1","1","2","0","1","1","1","4","2","1","1","1","1","0","0","1","0","0","2","1","0","1","1","2","3","2","1","1","3",31,1,"2","1","5","2","2","2","5",13,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,15,NA,"1",0,"2","2","1","1",438.31
"73",42500,66500,"1","1","2","2","1","2","1","2","1","1","1","1","1","0","2","1","0","0","2","3","0","1","1","1","3","2","1","2","3",36,0,"2","2","2","1","1","2","5",18,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,16,NA,"1",0,"1","4","1","2",410.64
"74",42168,42168,"1","1","2","0","1","2","1","2",NA,NA,"1","1",NA,"0","0","1","0","0","5","1","1","1","1","2","3","2","1","1","3",34,8,"2","4","2","1","2","2","5",7,NA,"1","2","2","1","2","2","2","9","4","4","2",NA,14,NA,"0",4,"1","4","1","2",383.31
"75",42000,77000,"1","1","1","0","1","2","1","2","7","1","1","1","1","0","0","1","0","0","2","1","0","1","1","1","5","2","1","2","3",40,0,"1","2","3","2","2","2","5",16,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,10,NA,NA,1,"1","4","1","2",364.52
"76",42000,66000,"1","1","2","1","1","2","1","15","1","1","1","1","1","0","1","1","0","0","2","2","0","1","1","1","2","2","2","1","3",45,0,"2","1",NA,"2","2","2","5",17,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,16,NA,"1",0,"2","4","6","1",375.6
"77",42000,42000,"1","1","1","3","1","2","1","15","4","1","3","6","1","0","3","1","0","0","2","4","0","2","1","3","4","2","2","2","3",45,0,"2","1","6","2","2","2","5",15,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,9,NA,"1",1,"1","7","7","1",355.25
"78",42000,42000,"1","1","2","0","1","2","1","15",NA,NA,"1","1",NA,"0","0","1","1","1","5","2","1","2","1","2","5","2","1","2","3",35,1,"2","2","3","2","2","2","5",15,NA,"2","1","2","1","2","1","2","1","4","4","2",NA,16,NA,"1",0,"1","4","3","2",365.86
"79",42000,NA,"1","1","2","1","1","2","1","15","4","1","1","1","1","0","1","1","0","0","2","2","0","2","3","1","2","2","1","2","3",36,6,"2","3","3","1","2","2","5",13,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,14,NA,"1",0,"1","5","1","2",328.69
"80",42000,NA,"1","1","1","0","1","2","1","1","1","1","1","1","1","0","0","1","0","1","2","1","0","2","1","1","5","2","1","1","3",34,7,"2","3","2","1","2","2","5",18,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,16,NA,"1",0,"2","2","1","2",414.9
"81",42000,53760,"1","1","2","0","1","2","1","5","2","2","1","1","2","0","0","1","0","0","2","1","0","2","1","3","5","2","2","1","3",33,3,"2","1","4","2","1","2","5",11,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,11,NA,"1",10,"1","4","1","3",416.64
"82",41860,41860,"1","1","2","0","1","2","1","6",NA,NA,"1","1",NA,"0","0","1","0","0","1","1","1","2","2","1","4","2","2","2","3",32,4,"2","2","3","1","2","2","5",12,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,NA,0,"1","4","2","4",286.2
"83",41000,81000,"1","1","2","0","1","2","1","2","1","1","1","1","1","0","0","2","0","0","2","2","0","2","1","1","4","2","1","1","3",41,0,"2","2","2","2","2","2","5",16,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,17,NA,"0",0,"1","2","1","1",391.65
"84",41000,45758,"1","1","2","1","1","1","1","6","7","1","2","2","1","0","1","1","0","0","2","2","0","2","1","1","4","2","2","1","1",42,0,"2","1","2","2","1","2","5",17,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,13,NA,"0",1,"1","2","1","2",430.84
"85",41000,41000,"1","1","1","1","1","2","1","1",NA,NA,"1","1",NA,"0","1","1","0","0","5","2","1","2","1","1","3","2","2","1","3",37,0,"2","2","2","1","2","2","5",13,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,16,NA,"1",1,"1","5","1","2",318.48
"86",41000,48200,"1","1","2","2","1","3","1","7","7","1","2","2","1","0","1","1","0","0","2","2","0","2","2","3","3","2","2","2","3",31,0,"2","1",NA,"2","2","1","5",13,NA,"2","2","2","1","2","2","2","9","4","4","2",NA,15,NA,"1",2,"2","4","1","3",260.88
"87",40800,70800,"1","1","2","0","1","2","1","15","19","1","1","1","1","0","0","1","0","0","2","1","0","1","1","2","5","2","1","1","3",41,1,"2","2","2","1","2","2","5",16,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,14,NA,"0",3,"1","3","1","3",323.98
"88",40000,44940,"1","1","2","0","1","2","1","20","7","1","2","2","1","0","0","2","0","0","2","2","0","5","1","4","2","2","1","2","2",35,1,"1","1","3","2","2","2","5",19,NA,"1","1","2","1","2","2","2","9","4","4","2",NA,6,NA,NA,0,"1","5","1","1",350.9
"89",40000,66000,"4","1","2","1","1","2","1","2","1","1","2","2","1","0","1","2","1","0","2","4","0","1","1","1","3","2","2","2","3",32,0,"2","2","3","2","2","2","5",15,NA,"2","1","2","2","1",NA,NA,"9","4","4","2",NA,17,NA,NA,0,"1","7","1","2",298.87
"90",40000,40000,"3","1","2","1","1","2","1","20","16","1","3","6","1","0","1","1","0","0","2","2","0","4","2","1","5","2","2","1","3",39,4,"2","4","3","2","2","1","5",13,NA,"1","1","2","2","2","1","2","9","4","4","2",NA,14,NA,NA,3,"1","5","1","2",263.85
"91",40000,50000,"3","1","1","0","1","2","1","2","2","1","2","2","1","0","0","1","1","0","2","2","0","1","1","1","3","2","1","1","3",39,6,"2","4","1","2","2","2","5",19,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,NA,10,"1","7","1","3",362.29
"92",40000,119000,"4","1","2","0","1","2","1","1","4","2","2","2","2","0","0","2","0","0","2","2","0","1","1","1","5","1","1","1","3",34,0,"2","1","2","1","2","2","5",10,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,14,NA,"0",0,"1","2","1","2",367.45
"93",40000,71200,"1","1","2","0","1","2","1","2","15","1","1","1","1","0","0","1","1","0","2","2","0","1","1","1","3","2","2","2","3",30,3,"2","3","3","2","2","2","5",15,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,13,NA,"0",5,"1","4","1","4",366.69
"94",40000,40000,"1","1","2","2","1","2","1","20","7","1","3","6","1","0","2","1","0","0","2","3","0","2","3","1","5","2","2","2","3",37,0,"2","2","5","2","2","2","5",13,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,12,NA,"1",0,"1","5","1","1",315.22
"95",40000,40000,"1","1","2","0","1","6","1","9",NA,NA,"1","1",NA,"0","0","1","0","0","5","1","1","2","1","4","3","2","2","2","3",43,3,"2","1","3","2","2","2","5",17,NA,"2","2","2","1","1",NA,NA,"1","4","4","2",NA,14,NA,"1",0,"1","5","1","1",341.4
"96",40000,NA,"1","1","2","0","1","2","1","8","4","1","2","2","1","0","0","1","1","0","2","1","0","2","1","1","2","2","1","2","3",38,0,"2","2","4","2","1","2","5",15,NA,"2","1","2","1","1",NA,NA,"1","4","4","2",NA,13,NA,"1",0,"2","4","1","1",351.54
"97",40000,140000,"1","1","1","0","1","2","1","1","2","1","1","1","1","0","0","1","1","1","2","2","0","1","1","1","5","1","1","1","3",40,7,"2","4","2","1","2","2","5",11,NA,"2","1","2","1","2","2","2","9","4","4","2",NA,13,NA,"1",1,"1","5","6","2",410.78
"98",39600,68000,"1","1","2","5","1","2","1","2","8","1","1","1","1","0","4","3","0","0","2","7","0","1","1","1","3","2","2","2","3",39,0,"2","1","3","1","2","2","5",15,NA,"1","1","2","1","2","1","2","9","4","4","2",NA,14,NA,"0",1,"1","2","1","1",392.4
"99",39000,39000,"3","2","1","5","1","6","1","20","20","1","3","6","1","1","2","3","0","0","2","6","0","4","4","3","2","1","2","1","3",38,2,"1","4",NA,"2","2","2","5",12,NA,"2","1","2","2","2","1","1","3","2","1","2",NA,10,NA,NA,2,"1","1","1","3",217.8
"100",39000,82000,"1","1","2","1","1","2","1","5","1","1","1","1","1","0","0","2","0","0","2","2","0","2","1","2","0","2","2","2","3",40,0,"2","2","3","1","2","2","5",14,NA,"2","1","2","2","1",NA,NA,"1","4","4","2",NA,15,NA,"1",1,"1","5","5","2",424.33
"101",39000,65500,"1","1","2","1","1","2","1","7","4","1","1","1","1","0","0","2","0","0","2","2","0","1","1","2","5","2","2","2","3",45,0,"2","1",NA,"2","2","2","5",15,NA,"1","1","2","2","1",NA,NA,"1","4","4","2",NA,10,NA,"1",0,"1","4","1","3",374.35
"102",38844,59244,"1","1","2","1","1","2","1","2","2","1","2","2","1","0","1","1","0","0","2","2","0","1","1","1","4","2","1","2","3",40,12,"2","3","2","1","2","2","5",17,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,16,NA,"1",0,"1","4","1","2",393.17
"103",38544,67344,"1","1","2","2","1","2","1","2","2","1","1","1","1","0","2","1","1","0","2","4","0","2","1","3","2","2","2","1","3",28,2,"2","2","6","2","1","2","5",13,NA,"1","1","2","1","1",NA,NA,"1","4","4","2",NA,9,NA,NA,0,"1","4","1","1",369.05
