W1GrssyrHH,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsmum,W1empsdad,IndSchool,W1marstatmum,W1depkids,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W1yschat1,W2ghq12scr,W2disc1YP,W2depressYP,W4AlcFreqYP,W4CannTryYP,W4NamesYP,W4RacismYP,W4empsYP,W4schatYP,W4Childck1YP,W5JobYP,W5EducYP,W5Apprent1YP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6Childliv,W6DebtattYP,W8DGHQSC,W8DMARSTAT,W8TENURE,W8DACTIVITY,W8QDEB2
-91,9,2,1,1,1,4,1,19,20,3,3,6,8,0,2,2,0,6,1,2,-91,2,-92,-92,2,34,-92,2,3,3,2,2,2,4,8,-91,2,2,2,2,2,2,2,9,4,4,2,-91,6,11,1,1,1,6500
-91,10,1,2,3,1,2,1,3,-98,-98,3,6,-98,0,5,4,1,3,1,1,5,2,-1,2,3,42,2,2,3,5,1,2,2,5,17,-91,1,1,2,2,1,-91,-91,9,4,4,2,-91,17,9,1,4,1,6500
-91,5,1,2,0,1,4,1,4,-98,-98,3,3,-98,0,-91,2,1,-99,8,3,3,1,1,2,3,24,6,2,4,5,2,2,2,5,9,-91,1,2,2,2,1,-91,-91,1,4,4,2,-91,13,0,1,4,2,6800
-91,10,1,2,1,1,4,1,20,9,3,3,6,8,0,2,2,0,7,1,2,4,2,1,1,3,30,6,2,4,3,1,2,2,5,13,-91,1,2,2,1,1,-91,-91,1,4,4,2,-91,17,6,2,2,2,7000
-91,10,1,1,0,1,6,1,20,20,3,3,6,8,0,2,2,0,7,5,2,1,2,2,1,3,43,2,2,1,-91,2,2,2,3,19,-91,1,2,2,1,2,2,2,9,4,4,2,-91,16,0,1,4,1,7000
-91,10,2,2,0,1,4,1,3,-98,-98,3,6,-98,0,1,1,1,7,1,1,5,2,-1,2,3,44,2,2,2,4,2,2,2,5,15,-91,1,1,2,1,2,2,2,9,4,4,2,-91,6,1,1,4,2,7000
-91,10,2,1,2,1,4,2,20,-98,-98,3,6,-98,0,1,4,1,7,1,2,2,1,1,1,3,31,1,2,2,-91,1,1,2,4,13,-91,1,1,1,2,2,2,2,9,4,4,1,1,9,12,1,4,2,7000
-91,10,1,2,0,1,5,1,7,-98,-98,3,6,-98,0,1,1,1,2,2,1,4,2,1,2,3,35,4,2,4,2,1,2,2,5,4,-91,2,2,2,2,2,2,2,9,4,4,2,-91,11,11,1,4,2,7000
-91,10,1,1,2,1,5,1,15,-98,-98,3,6,-98,0,5,1,1,3,1,2,2,2,1,1,3,29,3,2,3,2,1,1,2,2,4,-91,1,2,2,1,2,2,2,9,4,4,2,-91,11,0,1,5,2,7000
-91,10,1,2,0,1,2,2,20,-98,-98,3,6,-98,0,5,2,1,8,3,1,4,2,2,1,3,43,-92,2,3,-91,1,2,2,5,18,-91,1,1,2,1,2,2,2,9,4,4,2,-91,11,9,1,5,1,7000
-91,10,1,2,0,1,2,1,15,-98,-98,3,6,-98,0,5,2,1,6,1,3,2,2,2,1,3,20,0,2,1,2,1,2,2,3,9,-91,1,2,2,2,2,2,2,9,4,4,2,-91,8,11,1,5,5,7000
-91,10,1,2,3,1,5,2,20,-98,-98,3,6,-98,0,4,5,1,8,7,1,2,-92,2,2,3,21,7,-1,3,4,1,1,1,5,12,-91,2,1,2,2,2,1,2,3,4,1,2,-91,10,9,1,5,6,7000
-91,10,1,2,1,1,2,1,7,-98,-98,3,6,-98,0,4,2,1,1,1,2,4,2,2,2,3,39,1,2,1,3,2,2,2,5,17,-91,1,2,2,1,1,-91,-91,1,4,4,2,-91,12,3,1,7,1,7000
-91,10,2,2,1,1,1,1,2,-98,-98,3,6,-98,0,5,2,1,8,1,3,3,2,1,2,3,27,0,2,1,1,1,2,2,1,5,-91,1,2,2,2,2,2,2,9,4,4,2,-91,14,0,1,5,3,7600
-91,8,2,1,1,1,4,1,11,-98,-98,3,8,-98,0,4,3,1,2,6,-1,2,1,1,1,3,25,-97,-97,-97,5,1,2,1,9,2,-91,1,2,1,1,2,2,1,9,4,4,2,-91,9,3,1,7,1,7890
-91,5,2,1,1,1,5,2,15,-98,-98,3,3,-98,0,1,2,1,8,1,2,5,2,1,1,1,20,10,2,4,2,1,1,2,6,10,1,2,2,2,2,2,2,2,9,4,4,1,1,8,1,1,4,13,8000
-91,10,1,1,1,1,4,1,7,7,3,3,6,7,0,2,2,0,3,-92,1,5,2,2,1,3,47,1,2,2,3,2,2,2,5,13,-91,2,1,2,2,2,1,2,4,4,2,2,-91,7,0,1,4,2,8000
-91,11,2,1,3,1,2,1,20,20,3,3,6,7,0,2,4,0,7,5,1,4,2,2,2,3,41,0,2,1,-91,2,2,2,5,19,-91,2,1,2,2,2,1,2,9,4,4,2,-91,15,0,1,5,1,8000
-91,10,1,2,3,1,4,1,9,-98,-98,3,6,-98,0,5,4,1,5,1,3,5,2,1,1,3,35,0,2,2,2,2,2,2,1,7,-91,1,2,2,1,2,2,2,9,4,4,2,-91,13,0,1,7,1,8000
-91,12,1,1,0,1,1,1,20,20,3,3,6,9,0,2,1,0,4,1,2,3,2,1,1,3,29,0,2,2,3,1,2,2,5,11,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,16,2,4,7,1,8000
-91,6,1,2,1,1,4,1,7,-98,-98,3,5,-98,0,5,2,1,-91,1,2,3,2,2,1,3,35,6,2,4,6,2,2,2,5,15,-91,1,1,2,1,2,1,2,9,4,4,2,-91,12,0,1,7,1,8000
-91,10,1,1,1,1,6,1,20,-98,-98,3,6,-98,0,4,3,1,2,1,2,3,2,2,2,2,26,0,2,1,2,1,2,2,5,14,-91,2,1,1,1,2,1,1,9,4,4,2,-91,9,0,1,4,1,8500
-91,6,2,2,1,1,4,2,9,-98,-98,3,5,-98,0,1,2,1,-91,2,1,2,1,1,1,3,34,5,2,3,5,2,2,2,5,15,-91,2,1,2,1,2,1,2,9,4,4,2,-91,13,1,1,4,1,8500
-91,10,1,2,0,1,2,1,15,2,3,3,6,3,0,2,2,0,1,1,1,3,2,-1,2,3,42,0,2,2,5,2,2,2,5,15,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,0,1,7,1,8700
-91,10,1,1,1,1,2,1,20,20,3,3,6,7,0,2,3,0,7,5,2,4,2,2,2,2,31,0,2,2,-91,2,2,2,5,15,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,0,1,4,1,9000
-91,10,2,2,4,1,4,2,20,20,3,3,6,8,0,2,6,0,6,5,3,2,1,2,1,3,30,7,2,3,-91,2,1,2,4,5,-91,2,2,2,2,2,2,2,9,4,4,2,-91,17,5,2,4,13,9000
-91,10,1,2,1,1,5,1,7,-98,-98,3,6,-98,0,1,2,1,6,1,1,-91,1,1,1,3,18,1,2,2,2,1,2,2,6,9,-91,2,2,2,1,2,1,2,9,4,4,1,1,10,3,1,4,6,9000
-91,11,1,2,0,1,2,1,20,20,3,3,6,7,0,2,3,0,8,5,-1,3,2,2,2,3,44,0,2,1,-91,2,2,2,5,13,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,13,0,2,5,1,9000
-91,5,1,2,0,1,1,1,20,9,3,3,6,3,0,2,1,0,8,4,1,2,2,2,1,3,25,5,1,3,-91,2,2,1,5,9,-91,2,2,2,2,1,-91,-91,1,4,4,2,-91,11,11,1,7,4,9000
-91,12,1,1,1,1,5,2,15,-98,-98,3,9,-98,0,1,2,1,6,7,2,2,2,2,1,3,41,4,2,1,6,2,1,2,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,13,6,1,4,2,9400
-91,10,1,2,0,1,5,1,20,20,3,3,6,8,0,2,1,0,7,1,1,2,2,1,2,3,44,0,2,1,6,2,2,2,5,15,-91,1,2,2,1,2,1,1,9,4,4,2,-91,13,0,1,1,1,10000
-91,10,1,1,1,1,5,1,15,-98,-98,3,6,-98,0,4,3,1,6,3,1,3,2,2,2,3,45,0,2,1,-91,2,2,2,2,14,-91,1,1,2,1,2,2,2,9,4,4,2,-91,8,0,2,2,1,10000
-91,12,1,1,2,1,5,1,20,20,3,3,6,9,0,2,3,0,2,4,3,2,2,2,1,3,37,0,-1,2,-91,2,1,1,5,13,-91,2,2,2,1,1,-91,-91,1,4,4,2,-91,14,1,2,2,13,10000
-91,10,1,2,1,1,4,2,20,-98,-98,3,6,-98,0,4,2,1,8,5,1,5,2,2,2,3,41,6,-1,3,5,2,1,1,5,15,-91,1,1,2,2,2,1,2,4,4,2,2,-91,11,3,1,4,1,10000
-91,9,1,1,1,1,4,1,16,9,3,3,6,8,0,2,2,0,4,1,3,2,1,1,2,3,30,5,2,4,2,1,2,2,1,6,-91,1,2,2,1,2,2,2,9,4,4,1,1,11,0,2,4,2,10000
-91,2,1,2,2,1,2,1,7,-98,-98,2,2,-98,0,4,3,1,-94,1,4,1,1,-92,2,3,28,2,2,1,2,1,2,2,1,11,-91,2,2,2,1,2,2,2,2,4,4,2,-91,8,1,1,4,1,10000
-91,10,1,2,3,1,4,2,20,16,3,3,6,8,0,3,4,0,3,1,-1,5,2,1,1,1,40,10,1,4,3,1,1,-1,5,9,-91,1,2,2,1,2,2,2,9,4,4,2,-91,6,3,1,4,1,10000
-91,10,1,2,0,1,2,2,2,-98,-98,3,6,-98,0,1,1,1,3,1,3,5,2,-1,2,3,39,0,2,1,5,2,2,2,5,18,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,15,0,1,4,1,10000
-91,10,1,2,2,1,6,1,7,7,3,3,8,6,0,2,4,0,5,1,3,2,2,1,2,3,43,0,2,2,2,2,2,2,5,18,-91,1,2,2,1,2,2,2,9,4,4,2,-91,12,0,1,5,1,10000
-91,11,1,2,2,1,1,1,-98,-98,-98,-98,-98,-98,0,-98,1,0,-94,4,1,4,2,2,2,3,33,1,2,1,-91,2,2,2,5,18,-91,1,1,2,2,2,1,2,3,4,1,2,-91,11,1,2,4,13,10500
-91,10,1,2,1,1,2,1,7,-98,-98,3,6,-98,0,5,2,1,2,1,2,3,2,2,1,3,42,0,2,1,6,2,2,2,5,17,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,15,0,1,2,1,12000
-91,10,1,2,1,1,2,1,8,13,3,3,6,8,0,2,5,0,7,1,3,2,2,1,1,2,38,1,2,2,2,1,1,2,3,8,-91,2,2,2,2,2,2,2,1,4,4,2,-91,9,1,1,4,1,12600
-91,5,1,1,0,1,5,2,15,-98,-98,3,3,-98,0,5,1,1,8,4,2,2,2,1,1,3,40,5,1,3,6,2,2,2,5,18,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,13,6,1,4,1,13000
-91,5,2,2,0,1,2,2,20,-98,-98,3,3,-98,0,5,1,1,8,1,2,3,1,1,1,2,32,1,2,2,3,1,1,2,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,11,0,1,5,1,13000
-91,5,1,2,1,1,2,1,15,2,3,3,6,3,0,2,3,0,8,1,2,5,1,1,1,3,38,6,2,4,3,2,2,2,5,13,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,9,11,1,5,2,13000
-91,10,2,2,1,1,4,2,16,20,3,3,6,8,0,2,2,0,7,1,-1,3,2,1,2,3,37,0,2,2,3,2,2,2,5,15,-91,1,1,2,1,2,1,2,9,4,4,2,-91,11,2,2,2,1,14000
-91,9,2,1,1,1,5,2,20,20,3,3,6,8,0,2,2,0,7,5,2,2,1,2,1,3,32,2,-1,3,-91,2,2,2,5,12,-91,2,1,2,1,2,2,2,9,4,4,2,-91,11,2,1,4,4,14000
-91,10,2,2,4,1,2,2,20,20,3,3,6,3,0,2,4,0,8,5,2,5,-1,2,2,3,34,2,2,-1,-91,2,2,1,5,14,-91,2,1,2,2,2,2,2,9,4,4,2,-91,11,11,2,4,2,14000
-91,10,1,1,1,1,4,2,20,20,3,3,6,8,0,2,3,0,8,5,1,4,2,2,2,3,40,0,1,1,-91,1,2,2,5,18,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,9,5,1,4,1,14000
-91,11,1,1,0,1,4,2,-98,-98,-98,-98,-98,-98,0,-98,1,0,1,1,1,3,1,2,1,2,40,0,2,1,2,2,2,1,5,17,-91,1,1,2,1,2,2,2,9,4,4,2,-91,8,3,1,5,1,14000
-91,10,1,2,1,1,5,2,20,-98,-98,3,6,-98,0,6,2,1,8,8,1,5,2,2,1,3,34,1,-1,1,-91,2,2,2,5,11,-91,2,1,2,1,2,2,2,9,4,4,2,-91,12,3,1,4,1,15000
-91,5,2,2,0,1,4,1,-94,9,3,-98,-98,3,0,-98,1,1,8,1,4,3,2,1,1,1,32,7,2,3,4,2,1,2,6,12,1,2,1,2,2,2,1,2,9,4,4,1,1,9,10,2,4,1,15000
-91,11,2,2,1,1,2,1,20,20,3,3,6,7,0,2,4,0,-99,5,1,5,2,2,2,3,34,1,-1,3,-99,-99,-99,-99,3,-99,-99,1,2,2,2,2,1,2,9,4,4,2,-91,12,0,2,4,1,15000
-91,10,2,1,1,1,4,2,20,-98,-98,3,6,-98,0,5,2,1,8,5,2,4,2,2,2,3,33,1,2,1,-91,2,2,2,5,18,-91,2,1,2,1,2,1,2,9,4,4,2,-91,9,4,1,4,3,15000
-91,7,2,1,0,2,-91,2,20,-98,-98,3,4,-98,0,1,1,1,7,6,1,4,2,2,2,3,44,2,-92,3,4,2,2,2,5,15,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,9,10,1,4,1,17000
-91,10,1,1,0,1,4,2,20,-98,-98,3,6,-98,0,5,1,1,2,1,4,2,2,1,1,1,20,7,2,3,2,2,2,2,2,7,-91,1,2,2,1,2,1,2,9,4,4,2,-91,9,0,1,4,1,20000
-91,9,1,1,1,1,4,1,20,20,3,3,6,8,0,2,3,0,-94,5,-99,-99,-99,-99,-99,3,-99,0,2,1,-91,2,2,2,1,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,14,4,2,5,1,20000
-91,10,1,1,1,1,2,1,2,-98,-98,3,6,-98,0,5,3,1,2,1,1,3,1,1,2,2,36,1,2,2,2,1,2,2,5,15,-91,1,1,2,1,2,1,2,9,4,4,2,-91,14,0,1,7,14,21000
-91,5,1,2,0,1,6,1,15,-99,-99,3,3,-99,0,5,1,0,8,1,3,2,1,1,1,3,34,2,2,2,2,2,2,2,5,11,-91,1,1,2,1,2,1,2,3,4,1,2,-91,12,0,1,7,1,23000
-91,10,1,2,2,1,4,1,20,20,3,3,6,8,0,2,3,0,-99,4,1,2,2,2,1,3,24,2,2,2,-91,2,2,1,5,13,-91,2,1,2,2,2,1,2,3,4,1,2,-91,17,1,1,4,1,25000
-91,10,1,2,2,1,5,2,20,-98,-98,3,6,-98,0,4,3,1,6,7,2,5,2,2,2,3,42,1,2,1,-91,2,1,1,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,13,2,1,5,5,25000
-91,5,2,1,3,4,4,1,20,16,3,3,6,3,0,6,1,0,8,5,2,2,2,2,2,2,45,-92,2,2,-91,2,2,2,5,17,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,16,1,1,2,1,26000
-91,11,1,2,0,1,2,1,-98,13,3,-98,-98,7,0,-98,1,1,8,1,2,3,2,2,2,3,39,0,2,2,4,2,2,2,5,13,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,0,1,2,1,26000
-91,10,1,2,0,1,2,1,15,-98,-98,3,6,-98,0,5,1,1,3,2,1,3,2,1,1,3,34,1,2,3,3,1,1,1,5,12,-91,1,2,2,1,2,2,2,9,4,4,2,-91,16,3,1,4,1,27000
-91,12,1,2,1,1,2,1,-98,2,3,-98,-98,9,0,-98,2,1,2,2,1,3,1,2,2,3,33,1,1,2,4,2,2,1,5,15,-91,1,1,2,1,2,1,2,3,4,1,2,-91,16,0,2,4,1,29000
-91,6,1,2,1,1,4,1,15,14,3,3,5,3,0,2,2,0,8,6,1,5,2,2,1,3,29,7,1,4,6,2,2,2,5,15,-91,1,2,2,1,1,-91,-91,1,4,4,2,-91,14,3,1,4,6,30000
-91,10,1,2,2,1,5,2,20,20,3,3,6,8,0,2,3,0,8,5,2,3,1,2,1,1,46,2,2,1,6,2,1,1,5,17,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,13,9,1,4,5,30000
-91,11,1,2,1,1,1,1,20,20,3,3,6,7,0,2,3,0,7,4,1,3,2,2,1,3,37,8,-1,3,-91,2,2,1,5,13,-91,2,1,2,1,2,1,2,3,4,1,2,-91,10,0,1,7,1,30000
-91,10,1,2,1,1,2,1,20,20,3,3,6,3,0,2,2,0,4,3,1,3,2,2,2,3,34,1,2,2,-91,2,1,1,5,15,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,16,7,1,5,3,35000
-91,6,1,2,0,1,4,2,15,-98,-98,3,5,-98,0,4,2,1,8,1,-1,2,2,2,-1,3,37,0,2,1,-91,2,2,2,5,14,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,19,1,1,7,1,35000
-91,10,2,1,0,1,4,2,20,-98,-98,3,6,-98,0,1,1,1,6,1,2,2,1,1,2,3,36,1,2,1,5,1,2,2,5,13,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,18,9,1,4,6,38500
-91,10,1,2,0,1,2,1,7,-98,-98,3,6,-98,1,4,2,1,6,1,2,4,2,2,1,3,31,0,2,1,6,2,2,2,5,14,-91,2,2,2,2,2,2,2,9,4,4,2,-91,14,1,1,4,2,40000
-91,10,1,1,0,1,1,1,15,4,3,3,6,7,0,3,2,0,1,1,3,1,2,1,1,3,29,0,2,1,2,2,1,2,5,17,-91,1,1,2,1,2,1,2,3,4,1,2,-91,14,1,1,4,1,40000
-91,10,1,1,1,1,1,1,16,-98,-98,3,6,-98,0,5,2,1,3,1,1,2,1,1,1,3,31,1,2,1,4,2,1,1,5,9,-91,2,2,2,2,1,-91,-91,1,4,4,2,-91,14,1,1,4,1,40000
-91,9,1,1,1,1,5,1,2,-98,-98,3,8,-98,0,5,2,1,2,2,4,2,2,2,1,3,33,0,1,1,6,2,2,1,5,9,-91,1,2,2,1,1,-91,-91,1,4,4,2,-91,4,0,2,2,1,46000
-91,9,1,1,1,1,2,1,20,20,3,3,8,8,0,2,2,0,7,4,1,4,2,2,2,3,45,2,2,1,-91,1,2,2,5,20,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,6,4,2,2,1,100000
-91,10,1,2,0,1,2,2,20,20,3,3,6,8,0,2,1,0,8,4,2,3,2,2,2,3,42,0,1,1,-91,2,2,1,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,15,2,2,2,1,108000
-91,10,1,1,0,1,1,2,20,-98,-98,3,6,-98,0,4,2,1,7,1,4,3,2,2,2,1,23,0,2,1,5,1,2,2,5,13,-91,2,2,2,2,2,1,2,9,4,4,2,-91,10,9,2,2,1,220000
-3,10,1,2,2,1,1,1,7,15,1,3,6,1,0,2,3,0,4,1,2,2,2,2,-1,3,32,1,2,2,-91,2,2,2,5,13,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,12,0,1,4,1,0
-1,10,1,1,1,1,4,1,15,20,3,3,6,8,0,2,2,0,6,1,2,1,2,2,2,3,39,0,2,1,5,2,2,2,5,17,-91,2,1,2,2,2,2,2,9,4,4,2,-91,9,0,1,4,2,50
-1,10,1,2,2,1,2,1,15,13,1,3,6,1,0,2,3,0,1,1,1,5,2,1,1,3,48,2,2,1,2,1,1,2,5,20,-91,1,2,2,1,1,-91,-91,1,4,4,2,-91,11,10,1,4,10,50
-1,9,1,1,0,1,2,1,16,20,1,3,8,1,0,2,1,0,4,1,3,-91,1,1,2,3,10,0,-1,1,-99,-99,-99,-99,1,-99,-99,1,2,1,1,2,2,1,9,4,4,2,-91,7,0,2,4,3,100
-1,10,1,2,3,1,5,1,16,9,1,3,6,1,0,2,5,0,4,1,4,1,2,1,1,1,33,0,2,2,4,2,1,2,5,15,-91,2,1,2,1,2,2,2,9,4,4,2,-91,12,2,1,4,1,200
-1,10,1,2,2,1,4,1,16,14,3,3,6,4,0,2,4,0,5,1,2,3,-92,1,1,3,37,0,2,1,3,1,2,2,6,13,-91,1,2,2,1,2,2,2,9,4,4,2,-91,12,0,1,4,1,200
-1,10,1,2,1,1,2,1,15,20,1,3,6,1,0,2,2,0,7,1,2,4,2,2,1,3,40,1,2,1,5,2,1,2,5,14,-91,1,2,2,2,1,-91,-91,1,4,4,2,-91,12,5,5,4,5,200
-1,6,1,2,1,1,5,1,2,9,1,3,5,1,0,3,3,0,-91,1,-1,1,2,1,1,3,39,2,-1,1,6,2,2,2,5,10,-91,2,1,2,2,2,1,2,9,4,4,2,-91,12,-1,1,4,5,246
-1,10,1,2,0,1,2,2,15,20,1,3,6,1,0,2,1,0,7,3,2,4,-1,2,2,3,34,-92,2,2,-91,2,2,2,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,-94,-91,16,0,1,4,1,500
-1,10,1,2,0,1,2,1,5,2,1,3,6,1,0,2,2,0,3,1,1,2,2,1,1,3,30,0,2,1,4,1,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,15,0,1,5,2,500
-1,10,1,2,2,1,4,1,15,20,3,3,6,8,0,2,4,0,7,1,3,4,2,1,2,3,30,0,2,1,3,2,2,2,5,15,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,0,1,4,1,800
-1,10,1,2,2,1,2,1,20,15,1,3,6,1,0,3,3,0,5,1,3,2,2,2,2,3,40,0,2,2,-91,2,2,2,2,15,-91,1,1,1,1,2,1,2,9,4,4,2,-91,12,0,1,2,1,1500
-1,10,1,2,2,1,2,1,15,15,1,3,6,1,0,2,3,0,4,1,1,5,2,2,2,3,39,1,2,2,3,2,2,2,5,17,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,17,2,1,2,1,1550
-1,10,1,2,1,1,2,1,20,2,1,3,6,1,0,2,3,0,8,4,4,5,2,2,2,3,34,0,2,1,-91,2,2,2,5,17,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,12,0,1,2,1,2000
-1,10,1,2,1,1,4,1,5,4,1,3,6,1,0,2,3,0,3,1,2,-91,1,1,1,3,35,1,1,1,2,1,2,2,4,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,16,0,1,4,3,2500
-1,10,1,2,1,1,2,1,8,20,1,3,6,1,0,2,2,0,7,1,3,1,2,2,1,2,34,0,2,1,3,2,2,2,1,15,-91,2,2,2,2,2,2,2,7,4,4,2,-91,10,5,1,4,2,2600
-1,10,1,2,0,1,2,1,20,9,1,3,6,1,0,2,2,0,4,1,3,2,2,2,2,3,39,2,2,2,6,2,2,2,5,14,-91,1,1,2,1,2,2,2,9,4,4,2,-91,6,-1,1,4,1,3000
-1,6,1,2,1,1,2,1,1,4,1,3,5,1,0,2,2,0,4,1,4,1,2,1,1,3,31,3,2,3,2,2,1,2,5,13,-91,1,1,2,1,2,2,2,9,4,4,2,-91,18,1,1,4,1,4000
-1,10,1,2,2,1,5,2,20,20,3,3,6,6,0,2,3,0,6,5,1,1,2,2,-1,3,36,1,2,2,-91,2,2,2,5,13,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,7,1,1,4,1,4500
-1,10,1,1,0,1,2,1,13,20,1,3,6,1,0,2,2,0,4,1,3,1,2,-1,1,3,25,0,2,1,3,1,2,2,4,5,-91,1,2,2,1,2,2,2,9,4,4,2,-91,6,0,1,7,1,4500
-1,6,2,2,1,1,2,1,7,2,3,1,1,5,0,2,2,0,1,1,3,2,2,1,2,3,45,0,2,1,2,1,2,2,5,12,-91,2,2,2,1,2,2,2,9,4,4,2,-91,16,2,2,4,1,5000
-1,9,1,1,0,1,6,1,16,20,1,3,8,1,0,3,1,0,6,1,2,2,2,2,2,2,37,0,2,1,6,2,2,2,5,17,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,8,2,1,7,1,6000
-1,10,1,2,4,1,5,1,16,9,1,3,6,1,0,2,5,0,5,1,-99,-99,-99,-99,-99,3,-99,0,2,1,5,2,2,2,5,13,-91,1,1,2,1,2,2,2,3,4,1,2,-91,17,0,1,4,13,9000
-1,10,2,2,2,1,2,1,13,20,1,3,6,1,0,2,3,0,6,1,3,2,2,1,-1,2,38,0,2,2,4,2,2,2,4,15,-91,1,1,2,1,2,1,2,9,4,4,2,-91,10,6,1,5,1,10000
-1,10,1,2,1,1,2,1,4,20,2,3,6,2,0,2,2,0,3,1,1,4,2,2,1,3,37,3,2,2,2,2,1,2,5,16,-91,1,1,2,1,2,2,2,1,4,4,2,-91,15,2,2,4,1,11000
-1,10,1,2,0,1,2,1,15,9,1,3,6,1,0,2,2,0,3,1,2,5,2,2,1,3,36,0,2,2,3,2,1,2,5,17,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,16,1,2,2,1,12000
-1,10,1,2,2,1,2,1,4,7,1,3,6,1,0,2,3,0,4,1,1,2,2,2,1,3,37,10,2,4,5,2,1,1,5,10,-91,1,1,2,1,2,2,2,9,4,4,2,-91,14,2,1,3,6,17000
-1,10,1,2,1,1,4,1,14,20,1,3,6,1,0,2,3,0,8,5,2,5,1,2,1,3,28,1,2,2,-91,2,2,1,5,15,-91,2,1,2,2,2,1,2,1,4,4,2,-91,13,11,1,4,1,18000
-1,10,2,2,2,1,7,1,7,20,1,3,6,1,0,2,3,0,4,1,-1,2,2,1,1,3,31,0,2,2,3,2,1,2,5,10,-91,1,2,2,1,2,1,2,3,4,1,2,-91,11,0,2,2,1,20000
-1,10,1,2,1,1,1,1,20,4,1,3,6,1,0,2,2,0,4,4,1,5,2,2,1,3,38,1,2,2,-91,2,1,1,5,19,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,10,3,1,5,1,20000
-1,10,1,2,1,1,2,1,7,9,1,3,6,1,0,2,2,0,1,1,1,5,2,1,1,2,45,9,2,3,3,2,2,2,5,17,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,10,11,1,7,1,35000
260,10,1,2,2,1,2,1,2,4,1,3,6,1,0,3,3,0,4,1,2,-91,2,2,2,3,36,1,2,2,2,1,2,2,2,7,-91,2,2,2,2,2,2,1,9,4,4,2,-91,11,1,1,4,3,3000
1820,10,1,2,2,1,5,1,15,18,2,3,6,2,0,2,4,0,4,1,1,3,2,2,2,3,31,2,2,1,4,2,2,2,5,16,-91,1,1,2,2,2,1,2,9,4,4,2,-91,20,0,2,4,1,10000
3380,8,1,1,1,1,2,1,15,16,3,2,2,8,0,2,2,0,6,1,1,1,2,2,1,3,24,3,2,2,3,2,1,1,5,18,-91,1,1,2,1,2,1,2,9,4,4,2,-91,13,5,1,2,1,1500
3900,10,2,2,1,1,2,2,20,20,2,3,6,2,0,2,2,0,6,5,2,3,-97,-97,-97,3,-97,8,2,3,-91,2,1,2,5,6,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,8,1,1,5,1,30000
3993.6,9,1,1,1,1,2,1,15,14,3,2,2,8,0,2,2,0,7,1,1,2,2,1,1,1,43,9,2,4,2,1,1,1,5,14,-91,1,2,2,1,2,2,2,9,4,4,2,-91,16,1,2,2,1,90000
4160,10,1,2,5,1,2,1,20,20,2,3,6,2,0,2,6,0,7,1,2,1,2,2,2,2,29,3,2,4,-91,-1,2,2,5,8,-91,1,1,2,1,2,1,2,3,4,1,2,-91,13,12,1,7,10,15000
