W1GrssyrHH,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsmum,W1empsdad,IndSchool,W1marstatmum,W1depkids,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W1yschat1,W2ghq12scr,W2disc1YP,W2depressYP,W4AlcFreqYP,W4CannTryYP,W4NamesYP,W4RacismYP,W4empsYP,W4schatYP,W4Childck1YP,W5JobYP,W5EducYP,W5Apprent1YP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6Childliv,W6DebtattYP,W8DGHQSC,W8DMARSTAT,W8TENURE,W8DACTIVITY,W8QDEB2
16744,2,1,2,1,1,6,1,15,20,1,2,2,1,0,2,3,0,5,1,3,3,2,1,2,3,31,0,2,2,2,2,2,2,5,16,-91,1,1,2,1,2,2,2,9,4,4,2,-91,10,3,1,5,1,10000
25844,2,1,2,1,1,2,1,15,15,1,2,2,1,0,2,2,0,2,1,2,5,2,-1,-92,3,46,0,2,1,4,2,2,2,5,14,-91,1,2,2,1,2,2,2,9,4,4,2,-91,16,0,1,2,1,1000
30144,2,1,2,0,1,2,1,9,8,1,2,2,1,0,2,2,0,1,1,4,3,2,1,1,3,35,-99,-99,-99,2,2,2,2,2,13,-91,1,2,1,1,2,2,1,9,4,4,2,-91,11,4,1,2,3,725
3750.24,2,1,2,1,1,2,1,15,-98,-98,2,2,-98,0,4,3,1,3,1,1,2,1,1,1,3,30,3,2,3,2,1,2,2,5,9,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,19,0,1,4,4,2500
57750.24,2,1,2,1,1,2,1,2,2,1,2,2,1,0,2,2,0,1,1,1,3,2,1,1,2,39,0,2,1,2,2,2,2,5,16,-91,2,1,2,2,2,2,2,9,4,4,2,-91,14,2,1,5,2,5000
10096.8,2,1,1,1,1,1,1,1,1,1,2,2,1,0,2,2,0,2,1,1,3,2,1,2,3,40,0,2,2,2,1,2,2,5,16,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,18,3,1,4,1,300
45785.6,2,2,2,1,1,2,1,15,2,1,2,2,1,0,2,2,0,2,1,1,1,2,2,2,3,38,6,2,4,3,1,2,2,5,15,-91,1,1,2,1,2,1,2,4,4,2,2,-91,12,0,1,2,1,3300
3793.92,2,1,2,0,1,5,1,15,-98,-98,2,2,-98,0,5,1,1,3,1,1,3,2,-1,1,3,24,0,1,1,2,1,2,1,5,13,-91,2,2,2,2,1,-91,-91,1,4,4,2,-91,17,0,1,5,1,2000
23806.4,2,1,2,1,1,2,1,5,19,1,2,2,1,0,2,3,0,4,1,2,2,2,1,2,3,32,0,2,1,2,1,2,2,4,15,-91,2,1,1,1,2,1,1,9,4,4,2,-91,13,0,2,2,1,25000
38816.8,2,1,2,0,1,2,1,16,17,1,2,2,1,0,2,1,0,2,1,2,3,2,2,2,3,35,0,2,2,3,2,2,2,5,17,-91,1,1,2,1,2,2,2,9,4,4,2,-91,14,0,1,7,1,2000
25418.88,2,1,1,1,1,2,1,16,13,1,2,2,1,0,2,2,0,2,1,2,2,2,1,1,3,31,2,-1,-1,4,1,2,2,5,11,-91,1,2,2,1,2,2,2,9,4,4,2,-91,11,6,1,7,1,10000
17450.16,10,1,1,3,1,1,1,15,9,1,3,6,1,0,2,4,0,5,1,1,3,2,1,2,3,43,0,2,2,3,2,2,2,5,15,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,16,0,2,2,1,10000
-99,2,2,2,2,1,1,1,15,-99,1,2,2,1,0,3,4,0,7,1,1,3,2,1,2,3,27,0,2,2,4,1,2,2,2,16,-91,2,1,2,2,2,2,2,9,4,4,2,-91,9,3,1,4,1,300
-99,2,1,2,0,1,2,1,20,-99,1,2,2,1,0,2,1,0,6,3,2,5,2,1,1,3,26,11,2,4,4,2,2,1,5,11,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,17,8,1,5,1,1000
3900,3,1,1,1,1,5,1,20,20,1,3,6,1,0,2,2,0,4,8,1,5,2,1,2,3,27,0,2,1,2,2,2,2,5,14,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,10,3,1,4,6,200
3900,1,1,2,1,1,1,2,20,13,1,3,6,1,0,2,3,0,5,4,4,3,2,2,2,3,30,1,2,1,-91,1,2,2,5,11,-91,1,2,2,1,2,2,2,9,4,4,2,-91,12,0,2,5,1,1000
83900,2,1,2,2,1,2,1,5,4,1,2,2,1,0,2,3,0,4,1,2,3,2,1,2,3,27,4,1,3,3,1,2,1,2,15,-91,1,2,2,2,2,2,2,9,4,4,2,-91,14,1,2,4,1,35000
18114.2,2,1,1,1,2,-91,1,15,20,1,2,2,1,0,2,2,0,7,1,1,5,2,-92,2,3,45,0,2,1,3,2,2,2,5,18,-91,1,1,2,1,2,1,2,4,4,2,2,-91,13,1,2,4,1,500
-3,2,1,1,2,1,1,1,15,13,1,2,2,1,0,2,3,0,4,1,3,3,2,2,2,3,42,0,1,1,2,1,2,2,4,15,-91,1,2,1,1,2,1,1,9,4,4,2,-91,11,8,1,7,1,1750
3935.36,2,1,2,3,1,6,1,16,-98,-98,2,2,-98,0,4,3,1,7,1,1,3,2,1,1,3,28,0,2,1,3,2,2,2,5,10,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,11,4,1,4,1,6500
-99,2,1,2,3,1,1,1,20,-99,2,2,2,2,0,2,4,0,-99,1,2,1,2,1,2,3,37,0,2,1,2,2,-1,-1,5,15,-91,1,1,2,1,2,2,2,4,4,2,2,-91,12,0,2,2,1,76000
3952,2,1,2,1,1,2,1,19,-98,-98,2,2,-98,0,5,2,1,5,1,2,-91,2,1,2,3,38,3,2,2,2,1,2,2,5,11,-91,1,1,2,1,2,1,2,3,4,1,2,-91,11,1,1,7,1,4900
22906,2,1,2,1,1,4,2,20,20,1,2,2,1,0,3,2,0,6,1,3,3,2,1,2,3,41,2,2,3,5,2,2,2,5,16,-91,2,1,2,2,1,-91,-91,9,4,4,2,-91,15,2,1,3,2,5000
3978,2,1,2,0,1,1,1,16,-98,-98,2,2,-98,0,6,2,1,6,1,2,3,2,1,1,3,35,7,2,4,3,1,2,2,5,13,-91,1,2,1,1,2,2,2,9,4,4,2,-91,8,0,4,5,1,3000
3993.6,2,1,2,0,1,2,2,15,-98,-98,2,2,-98,0,5,1,1,2,1,3,2,2,1,1,3,44,2,2,2,3,2,2,2,5,9,-91,1,1,2,1,2,1,2,3,4,1,2,-91,13,5,1,4,4,200
65493.6,2,1,2,0,1,2,1,2,1,1,2,2,1,0,2,1,0,1,1,1,4,2,1,2,3,32,1,2,1,3,1,2,2,5,16,-91,2,1,2,1,2,2,2,9,4,4,2,-91,8,1,1,4,1,4530
4000,4,1,2,5,1,4,1,20,20,2,3,6,2,0,2,6,0,4,7,1,3,-92,2,1,3,28,1,-1,2,-91,2,2,2,5,15,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,13,1,1,5,1,220
4000,3,1,1,0,1,1,1,-98,13,1,-98,-98,1,0,-98,1,1,4,1,2,3,2,2,1,3,25,3,1,2,3,2,1,1,5,13,-91,1,1,2,1,2,2,2,9,4,4,2,-91,16,9,1,5,1,10000
21000,4,1,1,1,1,2,1,15,16,1,2,2,1,0,2,2,0,4,1,4,3,1,1,1,3,15,0,2,1,2,1,1,2,5,5,-91,1,2,2,1,2,2,2,9,4,4,2,-91,7,1,1,5,1,3000
24800,4,1,2,2,1,2,1,7,4,1,2,2,1,0,2,3,0,5,1,2,1,2,1,1,3,31,0,2,2,3,2,2,2,5,11,-91,1,1,2,1,2,1,2,3,4,1,2,-91,14,2,1,5,2,2500
34000,4,1,1,0,1,6,1,15,15,1,2,2,1,0,2,1,0,3,1,2,4,1,1,1,3,15,4,-1,3,2,1,2,2,2,9,-91,1,2,2,2,2,2,2,9,4,4,2,-91,8,12,1,4,1,1500
48000,4,1,2,2,1,2,1,4,2,1,2,2,1,0,2,3,0,1,1,4,2,2,1,1,3,32,0,2,2,3,2,1,2,2,15,-91,2,2,2,1,2,2,2,9,4,4,2,-91,12,9,1,5,5,500
40004,2,1,2,2,1,4,1,6,13,1,2,2,1,0,3,4,0,2,1,1,2,2,2,2,3,37,0,2,2,6,2,2,2,2,15,-91,1,2,2,2,2,2,2,9,4,4,1,1,9,0,1,4,2,1500
4017,2,1,2,1,1,5,1,15,-98,-98,2,2,-98,0,1,2,1,2,6,1,2,2,1,1,3,42,3,2,3,2,1,2,1,5,16,-91,1,1,2,1,2,2,2,9,4,4,2,-91,13,0,1,5,2,250
20018.72,2,1,2,1,1,1,1,2,2,1,2,2,1,0,5,2,0,2,1,1,3,2,2,2,3,39,1,2,1,4,1,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,17,0,1,4,1,200
42424.8,2,1,2,1,1,2,1,15,13,1,2,2,1,0,2,2,0,2,1,2,4,2,2,1,3,39,5,2,3,2,2,2,2,5,17,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,10,1,1,4,3,1000
26126.88,2,1,2,1,1,2,1,15,13,1,2,2,1,0,2,2,0,4,1,2,3,2,1,1,3,37,5,2,3,4,2,2,2,5,17,-91,1,1,2,1,2,2,2,9,4,4,2,-91,11,1,2,2,1,6000
-1,2,1,2,0,1,2,1,6,9,1,2,2,1,0,2,2,0,5,1,1,5,2,2,1,3,28,10,2,4,3,2,1,2,5,9,-91,2,1,2,2,2,2,2,9,4,4,2,-91,11,6,1,7,1,2000
47056,2,1,2,2,1,2,1,15,7,1,2,2,1,0,2,3,0,1,1,2,4,2,1,2,3,34,0,2,2,2,2,2,2,5,15,-91,1,1,2,1,2,2,2,9,4,4,2,-91,12,1,1,4,1,2000
4057.56,2,1,2,-995,1,4,1,15,-98,-98,2,2,-98,0,1,2,1,7,1,2,2,1,1,2,-94,26,2,2,2,5,1,2,2,1,9,-91,1,2,2,1,2,2,2,9,4,4,2,-91,13,0,2,2,1,1000
19676.8,2,1,2,0,1,2,1,15,20,1,2,2,1,0,2,1,0,3,3,2,5,2,2,2,3,43,0,2,1,6,2,2,2,5,16,-91,2,1,2,1,2,1,2,3,4,1,2,-91,15,3,1,2,1,195500
27076.8,2,1,2,0,1,2,1,15,15,3,2,2,3,0,2,1,0,6,1,2,3,2,1,1,3,41,0,2,2,2,1,2,2,5,11,-91,1,2,2,1,2,2,2,9,4,4,2,-91,10,1,1,7,1,4500
22822.8,2,1,2,1,1,2,1,15,15,1,2,2,1,0,2,2,0,7,1,4,3,2,1,1,3,20,1,2,2,1,1,1,2,5,13,-91,2,1,2,1,2,2,2,9,4,4,2,-91,10,1,1,7,1,0
32913.2,2,1,1,0,1,2,1,5,2,1,2,2,1,0,2,1,0,1,1,2,5,2,1,1,3,45,0,2,2,3,1,2,2,5,16,-91,2,2,2,2,1,-91,-91,1,4,4,2,-91,13,1,1,4,1,732
16118.4,2,1,1,0,1,2,1,15,20,1,2,2,1,0,2,1,0,2,1,-99,-99,-99,-99,-99,3,-99,0,2,1,2,1,2,2,1,11,-91,2,1,2,1,2,2,2,9,4,4,2,-91,10,0,2,4,3,7000
16783.52,2,1,2,1,1,4,1,15,20,1,2,2,1,0,2,3,0,7,1,2,3,2,1,1,2,43,1,1,1,2,2,2,2,5,11,-91,1,1,2,1,2,1,2,4,4,2,2,-91,6,8,1,4,1,2000
25760,2,1,2,1,1,1,1,15,4,1,2,2,1,0,2,2,0,1,1,2,2,2,1,1,3,31,6,2,3,2,2,2,2,5,9,-91,1,1,2,1,2,1,2,9,4,4,2,-91,4,4,1,3,1,1000
32160,2,1,2,0,1,2,1,16,13,1,2,2,1,0,2,2,0,5,1,3,3,2,1,2,3,37,0,2,2,2,2,2,2,1,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,11,0,1,4,1,1500
4168.32,2,1,2,1,1,5,1,16,13,3,2,2,8,0,1,2,0,6,1,2,1,1,2,2,3,27,0,2,1,5,2,2,2,3,14,-91,1,2,1,1,2,1,1,9,4,4,2,-91,15,0,1,7,2,300
4168.32,2,1,1,0,1,1,1,4,-98,-98,2,2,-98,0,5,1,1,3,1,3,5,2,2,1,3,24,5,2,4,2,1,1,-1,5,12,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,15,7,1,5,1,4000
4168.32,2,1,2,0,1,5,2,20,-98,-98,2,2,-98,0,5,1,1,5,1,1,3,2,2,1,3,41,0,2,1,3,2,2,2,5,16,-91,2,1,1,2,2,2,2,9,4,4,2,-91,13,0,2,2,1,6000
4201.6,2,1,2,0,1,4,1,16,-98,-98,2,2,-98,0,6,1,1,3,1,3,5,2,1,1,3,45,0,2,1,4,2,2,2,5,18,-91,1,1,2,1,2,1,2,4,4,2,2,-91,14,1,1,4,1,0
-999,2,1,2,0,1,2,1,20,20,1,2,2,1,0,2,1,0,4,1,1,3,-1,-92,1,3,35,0,2,2,4,2,2,2,5,17,-91,1,2,2,1,2,2,2,9,4,4,2,-91,8,6,1,2,1,700
-999,2,1,2,1,1,2,1,1,1,1,2,2,1,0,2,2,0,1,3,1,3,2,2,1,3,34,2,2,3,6,-1,2,2,5,15,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,2,1,5,3,250000
4212,2,1,1,2,1,2,2,19,20,2,3,6,2,0,2,3,0,8,5,2,3,2,2,2,3,34,0,2,1,-91,2,-92,2,5,17,-91,1,1,2,-92,2,1,2,9,4,4,2,-91,15,0,1,7,1,3000
33332,2,1,2,1,1,2,1,15,17,1,2,2,1,0,2,3,0,5,1,2,0,2,2,2,3,29,0,2,2,2,1,2,2,5,13,-91,1,2,2,1,2,1,2,6,2,4,2,-91,16,1,1,4,1,200
23267.92,2,1,1,1,1,2,1,15,15,1,2,2,1,0,2,2,0,1,1,2,2,2,1,2,3,41,0,2,2,2,2,2,2,5,13,-91,1,2,2,1,2,2,2,9,4,4,2,-91,17,6,1,4,1,8000
-1,2,1,2,0,1,4,1,15,15,1,2,2,1,0,3,1,0,5,1,1,2,2,1,1,3,38,0,2,1,2,2,1,2,5,15,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,11,6,1,7,1,21000
39290,2,1,2,0,1,2,1,15,1,1,2,2,1,0,2,2,0,1,1,2,5,2,1,2,3,42,2,2,1,4,2,2,2,5,13,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,0,1,4,3,30000
4296.24,2,2,2,1,1,4,2,20,-98,-98,2,2,-98,0,5,3,1,7,1,-1,-91,1,1,1,3,30,0,2,2,2,1,2,2,3,9,-91,2,2,2,2,2,2,2,9,4,4,2,-91,12,6,1,4,13,2000
-99,2,1,1,1,1,4,1,4,-99,1,2,2,1,0,2,2,0,6,1,4,-91,1,2,1,1,29,2,2,1,3,1,2,2,5,18,-91,1,2,2,2,2,2,2,9,4,4,1,1,8,1,1,4,2,2000
-92,2,1,2,1,1,2,1,15,2,1,2,2,1,0,2,2,0,1,1,1,2,2,1,1,3,32,0,2,1,2,2,2,2,5,13,-91,1,1,2,1,2,2,2,9,4,4,2,-91,14,1,1,4,1,2100
39368,2,1,2,0,1,1,1,15,9,1,2,2,1,0,2,1,0,5,1,1,2,2,1,1,3,42,0,2,1,3,2,2,2,5,17,-91,1,1,2,1,2,2,2,9,4,4,2,-91,13,1,1,4,1,9000
4409.6,2,1,2,2,1,6,1,7,-98,-98,2,2,-98,0,5,2,1,7,1,3,3,1,1,1,3,28,0,2,1,3,1,2,2,5,17,-91,2,1,2,1,2,2,2,9,4,4,2,-91,15,1,1,4,1,1200
43420,3,1,2,1,1,2,1,15,15,1,2,2,1,0,2,2,0,3,1,2,3,2,1,1,3,31,2,1,1,3,1,2,2,5,13,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,10,1,4,1,1000
4428.84,2,1,2,1,1,5,2,20,-98,-98,2,2,-98,0,6,2,1,6,6,-1,4,2,2,2,3,21,4,2,1,3,1,2,2,5,5,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,13,4,1,7,1,7000
37446,1,1,2,0,1,2,1,13,9,1,1,1,1,0,2,1,0,5,1,2,3,2,-92,1,3,43,3,2,4,2,1,1,2,5,18,-91,1,1,2,1,2,2,2,9,4,4,2,-91,14,12,5,2,2,5000
26286.52,2,1,2,1,1,2,1,15,19,1,2,2,1,0,2,2,0,-94,1,2,-91,2,1,2,3,37,0,2,2,2,2,2,2,5,13,-91,1,2,2,1,2,2,2,9,4,4,2,-91,8,0,1,5,1,4000
-1,2,1,2,1,1,2,1,16,20,1,2,2,1,0,2,2,0,6,1,1,5,2,2,1,3,36,2,2,1,-91,2,2,2,5,16,-91,1,1,2,1,2,1,1,9,4,4,2,-91,11,0,1,7,1,2500
-1,2,1,2,1,1,2,1,20,20,1,2,2,1,0,2,2,0,4,1,4,2,2,1,2,2,27,0,2,1,4,2,2,2,4,7,-91,1,2,1,1,2,2,2,9,4,4,2,-91,7,3,1,2,3,20000
-92,2,1,1,0,1,2,1,13,4,1,2,2,1,0,2,1,0,2,1,1,1,2,2,-1,3,28,0,2,-1,4,1,2,2,5,13,-91,1,2,2,1,2,2,2,9,4,4,2,-91,9,9,1,4,1,250
49474.08,2,1,1,0,1,2,1,2,2,1,2,2,1,1,2,2,0,2,1,1,5,2,1,2,3,41,0,1,1,3,2,2,2,5,19,-91,1,1,2,1,2,2,2,9,4,4,2,-91,12,1,1,4,1,12000
-1,2,1,2,1,1,2,1,5,16,1,2,2,1,0,2,3,0,3,1,3,1,2,2,1,3,33,0,2,2,6,2,1,2,5,11,-91,1,2,2,1,2,2,2,9,4,4,2,-91,12,0,1,2,1,3000
24064.8,2,1,2,1,1,2,1,4,7,1,2,2,1,0,2,2,0,2,1,1,4,2,2,2,3,42,1,2,1,2,2,2,2,5,15,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,1,1,2,1,12000
4500,3,1,2,1,1,2,1,6,20,3,1,1,6,0,2,2,0,4,1,3,-91,1,1,1,2,20,6,2,3,1,1,2,2,5,5,-91,2,2,2,2,2,1,2,9,4,4,2,-91,9,3,1,4,13,2000
-1,2,1,2,3,1,2,1,7,13,1,2,2,1,0,2,4,0,6,1,3,4,2,2,2,3,43,0,2,1,4,2,2,2,5,20,-91,1,1,2,1,2,2,2,9,4,4,2,-91,14,4,2,2,1,18400
45528,2,1,2,0,1,2,1,19,1,1,2,2,1,0,2,2,0,1,1,2,1,2,1,1,3,35,4,2,3,2,1,1,2,5,7,-91,1,1,2,1,2,1,2,9,4,4,2,-91,11,0,2,2,2,15000
23064.6,2,1,1,0,1,2,1,7,9,1,2,2,1,0,2,4,0,5,1,2,1,2,2,2,3,36,0,2,2,3,2,2,2,5,16,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,15,0,1,4,1,2000
4576,2,2,1,1,1,4,2,20,-98,-98,2,2,-98,0,5,3,1,7,1,2,-91,1,1,1,3,43,0,2,1,4,1,1,2,1,13,-91,1,2,2,1,2,2,2,9,4,4,1,1,9,1,1,4,2,110
4576,2,1,2,0,1,4,1,7,-98,-98,2,2,-98,0,5,2,1,3,1,2,-91,2,1,2,3,18,-92,2,3,2,1,2,2,5,9,-91,1,2,1,1,2,2,1,9,4,4,2,-91,13,3,1,2,1,6000
20300.8,2,2,2,1,1,2,1,15,9,1,2,2,1,0,2,2,0,2,1,3,1,2,2,2,3,37,0,2,2,2,2,2,2,5,7,-91,1,1,1,1,2,2,1,9,4,4,2,-91,12,1,2,2,1,8500
16962.4,2,1,2,3,1,2,1,15,9,1,2,2,1,0,2,4,0,6,1,2,-91,1,1,2,3,31,0,2,1,2,2,2,2,5,17,-91,1,1,2,1,2,1,2,3,2,1,2,-91,9,0,1,4,1,8000
22507.16,2,1,2,1,1,2,1,16,16,1,2,2,1,0,2,2,0,7,1,2,5,-1,1,1,3,30,4,2,3,2,2,2,2,1,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,12,0,1,4,5,10000
29817.6,2,1,2,1,1,2,1,14,13,1,2,2,1,0,2,3,0,1,1,1,3,2,1,-1,3,36,4,2,3,2,2,2,2,5,15,-91,1,1,2,1,2,1,2,3,4,1,2,-91,11,1,1,2,6,2000
23828,2,1,2,1,1,2,1,20,9,1,2,2,1,0,2,2,0,7,1,3,2,-1,1,1,3,31,3,1,2,2,2,2,2,1,16,-91,1,2,2,1,2,2,2,9,4,4,2,-91,8,8,1,4,1,2500
34628,2,1,2,2,1,2,1,15,15,1,2,2,1,0,2,3,0,4,2,4,1,2,2,2,3,23,1,2,2,-91,2,2,2,5,16,-91,1,1,2,1,2,2,2,9,4,4,2,-91,10,0,1,7,1,80000
-99,2,1,2,1,1,2,1,15,-99,1,2,2,1,0,2,2,0,-99,1,1,3,2,1,1,2,37,0,2,1,6,2,2,2,5,15,-91,1,1,2,2,2,2,2,9,4,4,2,-91,10,5,1,4,5,21000
-99,5,1,2,0,1,2,1,15,-99,1,3,3,1,0,2,1,0,-99,1,1,4,2,1,1,3,39,11,2,3,1,2,2,2,5,15,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,16,2,1,4,1,23000
-1,2,1,1,1,1,2,1,16,13,1,2,2,1,0,2,3,0,6,1,2,5,2,1,1,3,39,1,2,2,2,2,2,2,5,18,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,16,4,1,4,1,1000
17295.2,2,1,2,2,1,2,1,16,16,1,2,2,1,0,3,3,0,6,1,2,3,2,-1,2,3,33,5,2,3,4,2,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,0,1,2,1,8000
60659.2,2,1,2,2,1,2,1,15,13,1,2,2,1,0,2,4,0,4,1,3,3,2,1,1,1,24,0,2,2,1,1,1,2,3,16,-91,1,2,2,1,2,2,2,9,4,4,2,-91,12,0,1,2,3,115000
-999,2,1,2,2,1,4,1,20,15,1,2,2,1,0,2,3,0,6,1,2,3,2,2,2,3,35,0,2,1,2,1,2,2,5,11,-91,1,2,1,1,2,1,1,9,4,4,2,-91,10,1,1,4,13,60
-92,2,1,2,1,1,6,2,20,20,1,2,2,1,0,2,2,0,6,1,3,4,2,2,1,3,40,0,2,1,-91,2,2,2,5,15,-91,2,1,2,1,2,2,2,9,4,4,2,-91,10,0,1,2,1,3000
-92,2,1,2,1,1,2,1,15,13,1,2,2,1,0,2,2,0,2,1,3,-91,2,-92,1,3,24,4,2,3,2,1,1,1,5,15,-91,1,2,2,2,1,-91,-91,1,4,4,2,-91,14,4,1,4,3,3000
4680,2,1,2,1,1,5,2,14,-98,-98,2,2,-98,0,6,2,1,6,7,2,5,2,2,2,3,36,0,-1,2,2,1,2,2,5,13,-91,2,2,2,2,2,2,2,9,4,4,2,-91,16,1,1,7,2,800
4680,2,1,2,2,1,2,1,20,20,2,3,6,2,0,2,4,0,5,5,-1,2,2,2,1,3,40,0,2,1,-91,2,2,2,5,18,-91,2,1,2,1,2,2,2,9,4,4,2,-91,15,0,1,1,10,3000
4680,2,1,2,1,1,5,1,20,20,2,3,6,2,0,2,3,0,7,5,1,4,-1,2,1,3,39,11,2,3,-91,2,2,2,5,16,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,8,6,1,5,1,7000
19656,1,2,2,3,1,5,1,14,16,1,1,1,1,0,3,4,0,7,1,-1,1,2,1,1,3,36,1,2,2,3,1,1,2,5,13,-91,2,2,2,1,2,1,1,9,4,4,2,-91,5,12,1,4,1,7500
19680,4,1,1,1,1,2,1,16,4,1,2,2,1,0,2,3,0,4,1,2,5,2,2,2,3,43,0,2,2,4,2,2,2,5,17,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,5,1,2,1,2500
20924.28,2,1,2,1,1,2,1,15,15,1,2,2,1,0,2,3,0,7,1,1,-91,-92,1,2,2,33,8,2,2,1,1,2,2,2,16,-91,1,2,2,1,2,2,2,9,4,4,2,-91,13,0,1,4,1,600
21996,2,1,2,1,1,2,1,16,7,1,2,2,1,0,2,2,0,3,1,2,1,2,2,-92,3,28,9,2,4,2,1,2,2,1,7,-91,1,2,2,1,2,2,1,9,4,4,2,-91,11,0,1,4,1,335
29680,2,1,2,0,1,2,1,13,13,1,2,2,1,0,2,2,0,6,1,2,1,1,1,2,1,30,1,2,1,4,2,2,2,1,11,-91,1,1,2,2,2,2,2,9,4,4,1,1,14,0,4,4,2,1200
58680,2,1,2,2,1,2,1,7,7,1,2,2,1,0,2,3,0,2,1,1,-998,2,1,1,3,37,4,2,1,2,2,1,2,5,16,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,16,1,1,2,1,8000
64680,2,1,2,1,1,2,1,15,13,1,2,2,1,0,2,2,0,4,1,1,3,2,2,2,3,47,0,2,1,5,2,2,2,5,19,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,9,0,1,2,1,1500
76680,2,1,2,0,1,2,1,15,2,1,2,2,1,0,2,1,0,2,1,1,3,2,-1,2,3,46,3,2,1,3,2,2,2,5,15,-91,2,2,2,2,1,-91,-91,1,4,4,2,-91,14,4,1,4,1,1750
34685.2,2,1,2,2,1,2,1,16,15,1,2,2,1,0,2,3,0,2,1,2,4,2,1,2,3,29,1,2,2,-97,-97,-97,-97,5,13,-91,1,2,2,1,2,2,2,9,4,4,2,-91,8,0,1,5,1,0
-92,2,1,2,0,1,2,1,15,13,1,2,2,1,0,2,1,0,1,1,3,5,2,2,2,3,36,0,2,1,3,2,2,2,5,7,-91,1,1,2,1,2,2,2,9,4,4,2,-91,12,0,1,4,1,12600
-1,2,1,2,1,1,2,1,15,20,2,2,2,2,0,2,2,0,4,1,3,2,2,2,2,3,37,0,2,2,2,2,2,2,5,11,-91,1,2,1,1,2,2,1,9,4,4,2,-91,14,0,1,7,1,4000
29311.2,2,1,1,1,1,2,1,15,4,1,2,2,1,0,2,2,0,5,1,1,5,2,2,1,3,46,0,2,1,4,2,1,2,5,12,-91,2,1,2,1,2,1,2,9,4,4,2,-91,13,3,2,2,1,5000
43138.76,2,1,2,1,1,2,1,14,2,1,2,2,1,0,2,2,0,2,1,2,4,2,1,2,3,42,5,2,1,3,2,2,2,5,19,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,16,2,1,4,1,800
13665.6,2,1,2,0,1,4,1,16,4,1,2,2,1,0,2,1,0,7,1,2,3,2,2,2,2,34,1,2,1,4,2,2,2,5,15,-91,1,2,1,2,2,2,2,9,4,4,2,-91,10,0,1,5,1,8000
-99,2,2,2,0,1,5,2,16,-99,1,2,2,1,0,2,1,0,3,1,2,1,2,2,1,3,38,0,1,1,2,1,2,2,3,15,-91,2,2,2,2,2,1,2,9,4,4,2,-91,9,0,1,7,1,1000
-1,2,1,2,1,1,2,1,19,20,1,2,2,1,0,2,2,0,4,1,4,3,2,1,1,3,25,0,2,1,3,1,2,2,1,13,-91,1,2,2,1,2,2,2,9,4,4,2,-91,8,1,1,7,1,12000
4784,5,2,2,3,1,2,2,20,20,3,3,6,3,0,2,5,0,6,5,3,5,2,2,2,3,42,0,2,2,-91,1,2,2,5,15,-91,2,2,2,2,2,2,2,9,4,4,2,-91,16,0,1,5,1,750
4784,2,1,2,0,1,6,1,15,-98,-98,2,2,-98,0,5,1,1,6,1,4,5,1,1,2,3,34,0,2,2,2,2,2,2,1,11,-91,1,2,2,1,2,2,2,9,4,4,2,-91,15,1,1,2,1,7000
39752.96,2,1,2,1,1,4,1,20,20,1,2,2,1,0,3,2,0,6,1,2,1,1,1,2,3,28,0,2,1,2,1,2,2,1,9,-91,1,1,1,1,2,2,1,9,4,4,2,-91,8,5,1,4,1,2500
