W1GrssyrMP,W1GrssyrHH,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsmum,W1empsdad,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,IndSchool,W1marstatmum,W1depkids,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W1yschat1,W2ghq12scr,W2disc1YP,W2depressYP,W4AlcFreqYP,W4CannTryYP,W4NamesYP,W4RacismYP,W4empsYP,W4schatYP,W4Childck1YP,W5JobYP,W5EducYP,W5Apprent1YP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6Childliv,W6DebtattYP,W6NEETAct,W8DDEGP,W8DGHQSC,W8DMARSTAT,W8TENURE,W8DACTIVITY,W8QMAFI,W8DINCW
48000,61728,1,1,1,0,1,2,1,6,4,1,2,2,1,0,0,1,1,0,2,2,0,1,1,1,4,2,2,1,3,46,0,2,-1,2,1,2,2,5,14,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,12,-91,1,0,1,2,1,1,420.36
48000,50860,1,1,2,2,1,2,1,20,4,1,2,2,1,0,1,2,0,0,2,3,0,1,1,1,3,2,1,1,3,40,4,2,4,2,1,2,2,5,15,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,15,-91,1,8,1,2,1,2,373.87
48000,138000,1,1,2,0,1,1,1,2,1,1,1,1,1,0,0,1,1,0,2,2,0,1,1,1,5,2,1,-1,3,36,0,2,1,2,2,2,2,5,13,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,12,-91,1,3,1,4,1,2,397.18
48000,81000,1,1,2,2,1,2,1,2,2,1,1,1,1,0,1,2,0,0,2,3,0,2,7,1,5,2,2,2,2,35,0,1,1,-91,2,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,18,-91,1,0,1,7,1,2,290.04
48000,79200,1,1,2,2,1,1,1,1,1,1,1,1,1,0,2,2,0,0,2,4,0,1,1,1,3,2,2,2,3,25,2,2,2,3,1,2,2,5,13,-91,1,1,2,2,2,2,2,9,4,4,2,-91,11,-91,1,0,1,4,1,3,441.29
48000,72000,1,1,2,0,1,2,1,2,15,1,1,1,1,0,0,1,1,1,2,2,0,1,8,1,3,2,1,2,3,27,3,2,1,6,1,2,2,5,3,-91,2,1,2,1,2,2,2,4,4,2,2,-91,20,-91,1,4,1,7,5,3,311
47000,82000,1,1,2,2,1,2,1,1,4,1,1,1,1,0,1,2,0,0,2,3,0,-94,6,3,5,2,1,2,3,27,3,1,3,5,1,2,2,5,10,-91,1,1,2,1,2,1,2,9,4,4,2,-91,13,-91,1,0,1,2,2,4,277.65
46800,56300.4,1,1,2,0,1,2,1,20,15,1,1,1,1,0,0,1,0,0,2,1,0,1,1,1,2,-92,1,1,3,25,1,2,2,2,1,1,2,5,8,-91,1,1,2,1,2,2,2,9,4,4,2,-91,14,-91,-1,4,1,7,1,1,447.92
46000,46000,1,1,2,1,1,2,1,15,4,1,3,6,1,0,1,1,0,0,2,2,0,2,1,2,4,2,2,-1,3,40,0,2,2,2,2,2,2,5,18,-91,2,1,2,2,2,2,2,3,4,1,2,-91,15,-91,1,2,1,7,4,4,353.2
45600,91200,1,1,2,1,1,2,1,1,1,1,1,1,1,0,1,1,0,1,2,2,0,2,1,2,5,2,2,2,3,45,1,2,1,6,2,2,2,5,18,-91,2,1,2,1,2,2,2,9,4,4,2,-91,21,-91,1,3,1,7,1,1,390.38
45600,48439.2,1,1,2,1,1,2,1,15,4,1,2,2,1,0,0,2,0,0,2,2,0,1,1,1,1,2,2,2,3,44,0,2,2,3,2,2,2,5,16,-91,2,2,2,2,1,-91,-91,1,4,4,2,-91,17,-91,1,1,1,5,6,2,298.36
45600,-1,1,1,2,1,1,2,1,7,1,1,2,2,1,0,1,1,0,0,2,2,0,1,2,1,4,2,2,2,3,30,0,-1,2,2,1,2,1,5,3,-91,2,1,2,2,2,2,2,9,4,4,2,-91,14,-91,1,0,1,5,6,4,234.39
45518.2,45518.2,1,1,2,1,1,2,1,-98,-98,-98,-98,-98,-98,0,1,1,0,0,-98,2,0,2,7,1,5,2,2,1,3,26,6,1,3,2,2,1,1,5,9,-91,2,1,2,2,2,1,2,3,4,1,2,-91,15,-91,1,1,1,5,1,2,301.84
45480,82218,1,1,2,0,1,2,1,4,2,1,1,1,1,0,0,1,0,0,2,1,0,1,1,2,3,2,2,2,3,40,0,2,1,5,2,2,2,5,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,16,-91,1,3,1,5,1,1,404.21
45000,49000,3,1,2,3,1,2,1,15,15,1,2,2,1,0,2,2,0,0,2,4,0,4,1,1,3,2,-1,1,3,45,0,2,1,2,2,2,2,4,17,-91,1,2,2,1,2,2,2,9,4,4,2,-91,12,-91,-1,0,2,4,1,1,406.91
45000,83400,1,1,2,2,1,2,1,2,4,1,1,1,1,0,2,1,0,0,2,3,0,1,6,1,3,2,1,1,3,43,8,2,3,2,1,2,2,5,15,-91,2,1,2,2,2,2,2,9,4,4,2,-91,14,-91,-1,0,1,7,1,2,265.76
45000,56500,1,1,1,0,1,2,1,4,9,1,1,1,1,0,0,1,1,0,2,2,0,5,1,1,3,2,1,2,3,38,3,2,3,4,1,2,2,5,9,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,12,-91,0,0,1,2,4,1,319.02
45000,-92,1,1,1,0,1,2,1,7,4,1,2,2,1,0,0,1,0,0,2,1,0,1,1,1,5,2,2,2,2,45,0,2,1,3,2,2,2,5,19,-91,1,1,2,1,1,-91,-91,9,4,4,2,-91,11,-91,1,0,1,2,1,1,373.45
45000,95000,1,1,2,0,1,2,1,20,2,1,1,1,1,0,0,1,1,0,2,2,0,1,1,1,3,2,2,2,3,37,0,2,2,4,2,2,2,5,17,-91,2,1,2,2,2,2,2,9,4,4,2,-91,16,3,1,2,1,3,1,2,332.76
45000,65800,1,1,2,1,1,2,1,2,1,1,2,2,1,0,1,1,0,0,2,2,0,2,1,2,4,2,2,2,3,28,1,2,2,-91,2,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,11,-91,1,4,1,5,1,2,418.44
45000,105000,1,1,2,1,1,2,1,4,2,1,1,1,1,0,0,2,0,0,2,2,0,2,1,1,-91,2,2,1,1,38,4,2,3,2,1,2,2,5,11,-91,2,1,2,2,2,2,2,9,4,4,2,-91,15,1,1,3,1,5,1,2,287.36
44400,78400,1,1,2,0,1,2,1,2,1,1,1,1,1,0,0,1,1,1,2,2,0,1,1,1,2,2,1,1,3,44,0,2,2,2,2,1,2,5,12,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,-1,0,1,4,1,1,367.29
44000,44000,1,1,2,1,1,2,1,1,3,3,1,1,8,0,1,1,0,0,2,2,0,1,1,1,5,2,1,2,3,45,0,2,2,4,1,2,2,5,15,-91,1,1,2,1,2,2,2,9,4,4,2,-91,5,-91,-1,5,1,4,1,2,392.42
44000,44000,3,1,1,0,1,1,1,15,2,1,3,6,1,0,0,1,1,0,2,2,0,2,2,1,4,2,1,2,3,37,1,2,3,2,2,2,2,5,18,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,15,-91,1,0,1,4,1,2,300.3
44000,44000,1,1,1,0,1,2,1,16,7,1,3,6,1,0,0,1,0,0,2,1,0,1,1,3,4,2,2,1,3,34,0,2,1,6,2,2,2,5,13,-91,1,1,2,2,2,1,2,9,4,4,-94,-91,11,-91,1,3,1,5,5,4,420.04
43200,68400,1,1,2,1,1,2,1,1,1,1,1,1,1,0,1,1,0,0,2,2,0,1,7,1,5,2,2,2,3,35,0,2,1,6,2,2,2,5,11,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,17,-91,1,0,1,5,1,1,287.15
43000,80000,1,1,2,2,1,2,1,1,1,1,1,1,1,0,2,1,0,0,2,3,0,1,7,2,5,2,2,2,3,34,3,1,4,-91,2,2,2,5,13,-91,2,1,2,2,2,1,2,9,4,4,2,-91,11,-91,1,1,1,2,1,1,266.65
43000,62000,1,1,2,0,1,1,1,4,2,1,1,1,1,0,0,1,0,0,2,1,0,1,1,2,3,2,1,1,3,31,1,2,1,5,2,2,2,5,13,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,15,-91,1,0,2,2,1,1,438.31
42500,66500,1,1,2,2,1,2,1,2,1,1,1,1,1,0,2,1,0,0,2,3,0,1,1,1,3,2,1,2,3,36,0,2,2,2,1,1,2,5,18,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,16,-91,1,0,1,4,1,2,410.64
42250,79250,1,1,2,2,1,2,1,2,2,1,1,1,1,0,2,1,0,0,2,3,0,2,1,2,4,2,-1,2,3,33,6,2,4,5,1,2,2,5,13,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,15,-91,1,0,1,7,1,2,414.9
42168,42168,1,1,2,0,1,2,1,2,-98,-98,1,1,-98,0,0,1,0,0,5,1,1,1,1,2,3,2,1,1,3,34,8,2,4,2,1,2,2,5,7,-91,1,2,2,1,2,2,2,9,4,4,2,-91,14,-91,0,4,1,4,1,2,383.31
42084,49884,1,1,2,0,1,2,1,15,2,1,2,2,1,0,0,1,1,0,2,2,0,-94,1,1,2,2,1,2,3,36,5,2,3,3,1,1,2,5,20,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,18,-91,1,0,1,4,1,2,407.16
42000,-999,1,1,2,-995,1,2,1,5,1,1,1,1,1,0,0,2,1,0,2,2,0,2,1,4,4,1,1,2,-94,33,4,2,3,2,1,2,2,5,14,-91,1,1,2,1,2,2,2,6,2,4,2,-91,11,-91,-1,0,1,1,1,2,388.06
42000,77000,1,1,1,0,1,2,1,2,7,1,1,1,1,0,0,1,0,0,2,1,0,1,1,1,5,2,1,2,3,40,0,1,2,3,2,2,2,5,16,-91,1,1,2,1,2,1,2,9,4,4,2,-91,10,-91,-1,1,1,4,1,2,364.52
42000,42000,1,1,2,2,1,2,1,-98,2,1,-98,-98,1,0,2,1,0,0,-98,3,1,1,1,2,5,1,1,1,3,43,3,2,1,3,1,1,2,5,20,-91,1,1,2,1,2,2,2,9,4,4,2,-91,13,-91,-1,4,1,4,6,3,349.97
42000,66000,1,1,2,1,1,2,1,15,1,1,1,1,1,0,1,1,0,0,2,2,0,1,1,1,2,2,2,1,3,45,0,2,1,-91,2,2,2,5,17,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,16,-91,1,0,2,4,6,1,375.6
42000,42000,1,1,1,3,1,2,1,15,4,1,3,6,1,0,3,1,0,0,2,4,0,2,1,3,4,2,2,2,3,45,0,2,1,6,2,2,2,5,15,-91,1,1,2,1,2,2,2,9,4,4,2,-91,9,-91,1,1,1,7,7,1,355.25
42000,42000,1,1,2,0,1,2,1,15,-98,-98,1,1,-98,0,0,1,1,1,5,2,1,2,1,2,5,2,1,2,3,35,1,2,2,3,2,2,2,5,15,-91,2,1,2,1,2,1,2,1,4,4,2,-91,16,-91,1,0,1,4,3,2,365.86
42000,-999,1,1,2,1,1,2,1,15,4,1,1,1,1,0,1,1,0,0,2,2,0,2,3,1,2,2,1,2,3,36,6,2,3,3,1,2,2,5,13,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,-91,1,0,1,5,1,2,328.69
42000,-1,1,1,1,0,1,2,1,1,1,1,1,1,1,0,0,1,0,1,2,1,0,2,1,1,5,2,1,1,3,34,7,2,3,2,1,2,2,5,18,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,16,-91,1,0,2,2,1,2,414.9
42000,53760,1,1,2,0,1,2,1,5,2,2,1,1,2,0,0,1,0,0,2,1,0,2,1,3,5,2,2,1,3,33,3,2,1,4,2,1,2,5,11,-91,1,1,2,1,2,1,2,9,4,4,2,-91,11,-91,1,10,1,4,1,3,416.64
41860,41860,1,1,2,0,1,2,1,6,-98,-98,1,1,-98,0,0,1,0,0,1,1,1,2,2,1,4,2,2,2,3,32,4,2,2,3,1,2,2,5,12,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,-1,0,1,4,2,4,286.2
41600,128600,1,1,1,1,1,2,1,2,7,1,1,1,1,0,1,1,0,1,2,2,0,2,1,2,5,2,1,1,3,40,0,-92,2,3,2,2,2,5,17,-91,2,1,2,2,1,-91,-91,1,4,4,-94,-91,14,-91,-1,2,1,4,1,1,395.97
41500,-999,1,1,1,0,1,2,1,15,13,1,1,1,1,0,0,1,0,0,2,1,0,1,1,2,-91,2,2,1,3,30,0,2,2,6,2,2,2,5,17,-91,1,1,2,1,2,1,2,3,4,1,2,-91,16,-91,1,1,1,3,1,2,440.11
41000,81000,1,1,2,0,1,2,1,2,1,1,1,1,1,0,0,2,0,0,2,2,0,2,1,1,4,2,1,1,3,41,0,2,2,2,2,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,17,-91,0,0,1,2,1,1,391.65
41000,45758,1,1,2,1,1,1,1,6,7,1,2,2,1,0,1,1,0,0,2,2,0,2,1,1,4,2,2,1,1,42,0,2,1,2,2,1,2,5,17,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,13,-91,0,1,1,2,1,2,430.84
41000,41000,1,1,1,1,1,2,1,1,-98,-98,1,1,-98,0,1,1,0,0,5,2,1,2,1,1,3,2,2,1,3,37,0,2,2,2,1,2,2,5,13,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,16,-91,1,1,1,5,1,2,318.48
41000,48200,1,1,2,2,1,3,1,7,7,1,2,2,1,0,1,1,0,0,2,2,0,2,2,3,3,2,2,2,3,31,0,2,1,-91,2,2,1,5,13,-91,2,2,2,1,2,2,2,9,4,4,2,-91,15,-91,1,2,2,4,1,3,260.88
40800,70800,1,1,2,0,1,2,1,15,19,1,1,1,1,0,0,1,0,0,2,1,0,1,1,2,5,2,1,1,3,41,1,2,2,2,1,2,2,5,16,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,-91,0,3,1,3,1,3,323.98
40000,44940,1,1,2,0,1,2,1,20,7,1,2,2,1,0,0,2,0,0,2,2,0,5,1,4,2,2,1,2,2,35,1,1,1,3,2,2,2,5,19,-91,1,1,2,1,2,2,2,9,4,4,2,-91,6,-91,-1,0,1,5,1,1,350.9
40000,66000,4,1,2,1,1,2,1,2,1,1,2,2,1,0,1,2,1,0,2,4,0,1,1,1,3,2,2,2,3,32,0,2,2,3,2,2,2,5,15,-91,2,1,2,2,1,-91,-91,9,4,4,2,-91,17,-91,-1,0,1,7,1,2,298.87
40000,40000,3,1,2,1,1,2,1,20,16,1,3,6,1,0,1,1,0,0,2,2,0,4,2,1,5,2,2,1,3,39,4,2,4,3,2,2,1,5,13,-91,1,1,2,2,2,1,2,9,4,4,2,-91,14,-91,-1,3,1,5,1,2,263.85
40000,40000,1,1,2,0,1,1,1,5,-98,-98,1,1,-98,0,0,1,0,0,6,1,1,2,1,1,1,2,1,2,3,42,0,2,1,3,1,2,2,5,14,-91,1,1,2,1,2,1,2,3,4,1,2,-91,15,-91,-1,-1,1,5,1,2,247.67
40000,50000,3,1,1,0,1,2,1,2,2,1,2,2,1,0,0,1,1,0,2,2,0,1,1,1,3,2,1,1,3,39,6,2,4,1,2,2,2,5,19,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,-1,10,1,7,1,3,362.29
40000,119000,4,1,2,0,1,2,1,1,4,2,2,2,2,0,0,2,0,0,2,2,0,1,1,1,5,1,1,1,3,34,0,2,1,2,1,2,2,5,10,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,0,0,1,2,1,2,367.45
40000,-99,1,1,2,1,1,2,1,1,-99,1,1,1,1,0,1,1,0,0,2,2,0,2,1,1,4,2,1,1,3,40,0,-1,1,2,1,2,2,5,15,-91,1,2,2,1,2,2,2,9,4,4,2,-91,16,-91,0,2,1,2,1,2,359.22
40000,71200,1,1,2,0,1,2,1,2,15,1,1,1,1,0,0,1,1,0,2,2,0,1,1,1,3,2,2,2,3,30,3,2,3,3,2,2,2,5,15,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,13,-91,0,5,1,4,1,4,366.69
40000,40000,1,1,2,2,1,2,1,20,7,1,3,6,1,0,2,1,0,0,2,3,0,2,3,1,5,2,2,2,3,37,0,2,2,5,2,2,2,5,13,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,12,-91,1,0,1,5,1,1,315.22
40000,40000,1,1,2,0,1,6,1,9,-98,-98,1,1,-98,0,0,1,0,0,5,1,1,2,1,4,3,2,2,2,3,43,3,2,1,3,2,2,2,5,17,-91,2,2,2,1,1,-91,-91,1,4,4,2,-91,14,-91,1,0,1,5,1,1,341.4
40000,-1,1,1,2,0,1,2,1,8,4,1,2,2,1,0,0,1,1,0,2,1,0,2,1,1,2,2,1,2,3,38,0,2,2,4,2,1,2,5,15,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,13,-91,1,0,2,4,1,1,351.54
40000,140000,1,1,1,0,1,2,1,1,2,1,1,1,1,0,0,1,1,1,2,2,0,1,1,1,5,1,1,1,3,40,7,2,4,2,1,2,2,5,11,-91,2,1,2,1,2,2,2,9,4,4,2,-91,13,-91,1,1,1,5,6,2,410.78
39600,68000,1,1,2,5,1,2,1,2,8,1,1,1,1,0,4,3,0,0,2,7,0,1,1,1,3,2,2,2,3,39,0,2,1,3,1,2,2,5,15,-91,1,1,2,1,2,1,2,9,4,4,2,-91,14,-91,0,1,1,2,1,1,392.4
39600,73600,1,1,2,1,1,2,1,1,4,1,1,1,1,0,0,2,0,0,2,2,0,1,1,1,4,2,1,1,3,32,6,2,4,-97,-97,-97,-97,5,13,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,11,-91,1,0,1,4,1,1,389.48
39228,56700,1,1,2,1,1,2,1,2,2,1,2,2,1,0,1,1,1,0,2,3,0,2,1,1,3,2,2,2,2,44,4,2,3,5,2,2,2,5,16,-91,2,1,2,1,2,2,2,9,4,4,2,-91,15,-91,-1,-1,1,4,1,-1,438.84
39000,39000,1,1,2,0,1,2,1,-98,7,1,-98,-98,1,0,0,1,0,0,-98,1,1,2,1,2,2,2,2,1,3,44,-97,-97,-97,2,1,2,2,5,11,-91,1,1,2,1,2,1,2,9,4,4,2,-91,14,-91,-1,0,2,7,2,1,361.42
39000,39000,3,2,1,5,1,6,1,20,20,1,3,6,1,1,2,3,0,0,2,6,0,4,4,3,2,1,2,1,3,38,2,1,4,-91,2,2,2,5,12,-91,2,1,2,2,2,1,1,3,2,1,2,-91,10,-91,-1,2,1,1,1,3,217.8
39000,82000,1,1,2,1,1,2,1,5,1,1,1,1,1,0,0,2,0,0,2,2,0,2,1,2,0,2,2,2,3,40,0,2,2,3,1,2,2,5,14,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,15,-91,1,1,1,5,5,2,424.33
39000,65500,1,1,2,1,1,2,1,7,4,1,1,1,1,0,0,2,0,0,2,2,0,1,1,2,5,2,2,2,3,45,0,2,1,-91,2,2,2,5,15,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,10,-91,1,0,1,4,1,3,374.35
38844,59244,1,1,2,1,1,2,1,2,2,1,2,2,1,0,1,1,0,0,2,2,0,1,1,1,4,2,1,2,3,40,12,2,3,2,1,2,2,5,17,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,16,-91,1,0,1,4,1,2,393.17
38544,67344,1,1,2,2,1,2,1,2,2,1,1,1,1,0,2,1,1,0,2,4,0,2,1,3,2,2,2,1,3,28,2,2,2,6,2,1,2,5,13,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,9,-91,-1,0,1,4,1,1,369.05
38500,38500,1,1,2,2,1,2,1,7,-98,-98,1,1,-98,0,1,2,0,0,5,3,1,2,2,1,1,2,1,1,3,42,4,1,2,5,1,1,1,5,14,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,1,0,1,4,1,1,221.63
38500,38500,1,1,1,0,1,2,2,7,-98,-98,1,1,-98,0,0,1,1,0,1,2,1,2,6,2,3,1,-1,2,3,22,5,1,4,4,2,2,2,5,15,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,13,-91,1,5,1,7,1,2,271.47
38480,38480,1,1,2,1,1,2,1,3,-98,-98,1,1,-98,0,0,2,0,0,5,2,1,2,1,1,3,2,1,1,3,33,0,1,1,2,2,2,2,5,11,-91,1,2,2,1,2,2,2,9,4,4,2,-91,9,-91,0,1,1,4,6,2,347.33
38400,43400,1,1,2,1,1,2,1,1,20,1,1,1,1,0,1,1,0,0,2,2,0,1,1,3,3,2,2,1,1,19,1,2,2,2,2,2,2,2,5,-91,2,1,2,2,1,-91,-91,9,4,4,2,-91,11,-91,0,0,1,7,3,4,242.55
38400,38400,1,1,2,2,1,1,1,20,9,1,3,6,1,0,2,1,0,0,2,3,0,5,4,2,2,2,2,2,3,38,0,1,1,-91,2,2,1,5,15,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,11,-91,1,0,1,5,1,2,266.72
38000,-1,1,1,2,1,1,2,1,2,9,1,1,1,1,0,1,1,1,0,2,3,0,-94,3,1,5,1,1,2,3,27,7,1,4,-97,-97,-97,-97,5,14,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,9,-91,-1,7,1,5,1,3,293.56
38000,42296,1,1,2,0,1,6,1,5,20,1,2,2,1,0,0,2,1,0,2,2,0,3,1,3,3,1,1,1,3,20,-92,2,-92,6,1,2,2,1,10,-91,1,2,2,1,2,2,2,9,4,4,2,-91,10,-91,-1,1,2,4,1,3,367.2
38000,80000,1,1,2,2,1,2,1,6,3,1,1,1,1,0,1,3,1,0,2,5,0,1,1,2,5,2,1,2,3,34,0,2,1,4,1,2,2,5,15,-91,1,1,2,1,2,2,2,9,4,4,2,-91,12,-91,-1,3,1,7,1,5,372.34
37700,37700,1,1,2,1,1,2,1,1,1,3,1,1,5,0,1,1,1,0,2,3,0,2,7,1,5,2,1,1,3,23,0,1,2,3,2,2,2,5,12,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,16,-91,-1,3,1,7,1,2,285.23
37700,48244.04,1,1,2,2,1,2,1,15,4,1,2,2,1,0,2,1,0,0,2,3,0,2,1,2,2,2,2,2,3,42,0,2,1,5,2,2,2,5,18,-91,2,1,2,2,2,2,2,9,4,4,2,-91,16,-91,1,1,1,7,1,1,413.71
37560,77856,1,1,2,0,1,1,1,2,1,1,1,1,1,0,0,1,1,0,2,1,0,1,1,2,4,2,2,2,2,22,1,2,2,-91,2,2,2,5,8,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,16,-91,1,1,1,2,1,2,355.32
37500,58500,1,1,2,2,1,2,1,2,7,1,1,1,1,0,2,1,0,0,2,3,0,2,1,2,5,2,1,2,3,35,6,2,3,1,1,2,2,5,16,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,12,-91,1,3,1,4,1,3,361.7
37440,49214.88,1,1,1,0,1,2,1,8,2,1,1,1,1,0,0,2,0,0,2,2,0,2,1,2,5,2,2,2,1,48,0,2,1,-91,2,2,2,5,19,-91,1,1,2,2,1,-91,-91,2,4,4,2,-91,11,-91,-1,-1,1,-9,1,-1,321
37200,72000,1,1,2,0,1,2,1,2,2,1,1,1,1,0,0,1,1,0,2,2,0,1,1,1,3,2,2,2,3,48,0,2,1,2,2,2,2,5,17,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,10,-91,-1,0,1,4,1,1,402.6
37200,-999,1,1,2,1,1,2,1,2,2,1,1,1,1,0,1,1,0,0,2,2,0,4,1,1,3,2,1,1,3,41,2,2,3,2,2,1,2,5,13,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,14,-91,0,12,1,5,3,3,383.65
37200,61200,1,1,2,0,1,2,1,1,1,1,1,1,1,-94,-94,-94,-94,0,-91,3,0,-99,7,1,5,2,2,1,3,28,10,1,3,-91,2,2,2,5,7,-91,1,2,2,2,1,-91,-91,1,4,4,2,-91,10,-91,1,4,1,4,1,1,251.37
37000,75000,1,1,2,0,1,2,1,5,5,1,1,1,1,0,0,1,1,0,2,2,0,2,1,2,3,2,2,2,3,41,0,1,1,2,2,2,2,5,16,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,15,-91,0,0,1,4,1,1,393.8
37000,37000,1,1,2,0,1,2,1,1,-98,-98,1,1,-98,0,0,1,0,0,4,1,1,1,1,2,5,2,1,1,1,15,12,-1,4,1,1,-92,2,5,15,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,11,-91,1,10,1,4,7,3,328.86
36960,-1,1,1,2,1,1,2,1,15,5,1,1,1,1,0,0,2,1,0,2,3,0,1,1,1,3,2,1,1,3,40,0,2,2,3,2,2,2,5,15,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,13,-91,-1,2,1,2,1,2,423.08
36960,70960,1,1,2,0,1,2,1,16,20,1,1,1,1,0,0,1,1,0,2,2,0,2,1,1,2,2,1,1,3,37,0,2,1,2,2,2,2,5,13,-91,1,2,2,2,2,1,2,3,4,1,2,-91,16,-91,1,0,1,5,1,1,369.32
36876,37968,1,1,2,0,1,1,1,2,2,2,1,1,2,0,0,2,1,0,2,3,0,2,1,1,2,2,1,1,3,39,3,1,3,2,1,2,2,5,16,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,14,-91,1,0,2,4,2,1,407.39
36400,72800,1,1,2,2,1,2,1,1,2,1,1,1,1,0,1,2,0,0,2,3,0,2,1,1,5,2,1,2,3,39,0,2,1,3,2,2,2,5,15,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,11,-91,-1,0,1,4,3,1,365.39
36400,36400,3,1,2,2,1,1,1,2,20,3,1,1,6,0,1,3,0,1,2,4,0,1,4,1,5,2,2,2,3,38,0,2,2,-91,2,2,2,5,19,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,14,-91,-1,1,1,2,1,1,298
36400,52000,1,1,1,0,1,2,1,15,2,1,2,2,1,0,0,1,1,0,2,2,0,2,1,1,3,2,1,2,2,39,0,2,1,2,2,2,2,5,19,-91,2,1,2,2,2,2,2,9,4,4,2,-91,15,-91,-1,2,1,5,1,2,337.01
36400,52234,3,1,2,3,1,2,1,2,2,1,2,2,1,0,2,2,0,0,2,4,0,4,1,1,3,2,1,1,3,39,0,2,1,3,2,2,2,5,18,-91,2,1,2,1,1,-91,-91,1,4,4,2,-91,19,-91,0,2,1,1,1,1,366.75
36000,78000,1,1,2,1,1,2,1,1,1,1,1,1,1,0,1,1,0,0,2,2,0,2,1,3,2,2,2,2,3,37,1,2,3,2,2,2,2,5,15,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,12,-91,-1,1,1,4,1,1,413.02
36000,36000,1,1,2,0,1,2,1,2,-98,-98,1,1,-98,0,0,1,0,0,1,1,1,-99,1,1,-91,2,1,1,3,33,0,2,1,2,1,2,2,5,10,-91,1,1,2,2,1,-91,-91,1,4,4,2,-91,10,-91,-1,2,1,4,1,1,302.85
36000,85140,1,1,2,1,1,2,1,1,9,1,1,1,1,0,1,1,0,1,5,2,0,1,1,1,5,2,2,2,3,40,1,2,1,3,2,2,2,5,12,-91,1,1,2,1,1,-91,-91,1,4,4,2,-91,18,-91,-1,1,2,2,1,1,331.16
36000,62400,1,1,2,0,1,2,1,15,9,1,1,1,1,0,0,2,0,0,3,2,0,2,1,2,2,2,2,1,3,31,4,2,2,5,2,2,2,5,9,-91,2,1,2,2,1,-91,-91,1,4,4,2,-91,15,-91,-1,0,1,4,1,3,360.11
